Time (rel/ms),Date,Time,Type,No.,Phase,Day,duration,System,Channel,F,Fm,PAR,Y(II),ETR
717482840,2022-03-28T22:00:00Z,1899-12-31T20:19:02Z,FO,811,stress,5,5,AMV,C17,189,489,0,0.613,0.0
717488260,2022-03-28T22:00:00Z,1899-12-31T20:19:08Z,FO,812,stress,5,5,AMV,C17,149,480,0,0.690,0.0
717494000,2022-03-28T22:00:00Z,1899-12-31T20:19:14Z,FO,813,stress,5,5,AMV,C17,130,346,0,0.624,0.0
717505500,2022-03-28T22:00:00Z,1899-12-31T20:19:25Z,FO,814,stress,5,5,AMV,C17,240,967,0,0.752,0.0
717523420,2022-03-28T22:00:00Z,1899-12-31T20:19:43Z,FO,815,stress,5,5,,,8,8,0,-,-
717544640,2022-03-28T22:00:00Z,1899-12-31T20:20:04Z,FO,816,stress,5,5,AMV,C18,203,871,0,0.767,0.0
717549620,2022-03-28T22:00:00Z,1899-12-31T20:20:09Z,FO,817,stress,5,5,AMV,C18,335,604,0,0.445,0.0
717567840,2022-03-28T22:00:00Z,1899-12-31T20:20:27Z,FO,818,stress,5,5,AMV,C18,190,522,0,0.636,0.0
717579180,2022-03-28T22:00:00Z,1899-12-31T20:20:39Z,FO,819,stress,5,5,AMV,C18,194,594,0,0.673,0.0
717589080,2022-03-28T22:00:00Z,1899-12-31T20:20:49Z,FO,820,stress,5,5,,,7,9,0,-,-
717599180,2022-03-28T22:00:00Z,1899-12-31T20:20:59Z,FO,821,stress,5,5,AMV,C19,231,887,0,0.740,0.0
717606180,2022-03-28T22:00:00Z,1899-12-31T20:21:06Z,FO,822,stress,5,5,AMV,C19,191,479,0,0.601,0.0
717612440,2022-03-28T22:00:00Z,1899-12-31T20:21:12Z,FO,823,stress,5,5,AMV,C19,178,480,0,0.629,0.0
717636660,2022-03-28T22:00:00Z,1899-12-31T20:21:36Z,FO,824,stress,5,5,AMV,C19,169,575,0,0.706,0.0
717650660,2022-03-28T22:00:00Z,1899-12-31T20:21:50Z,FO,825,stress,5,5,,,7,9,0,-,-
717666700,2022-03-28T22:00:00Z,1899-12-31T20:22:06Z,FO,826,stress,5,5,AMV,C20,270,1231,0,0.781,0.0
717674260,2022-03-28T22:00:00Z,1899-12-31T20:22:14Z,FO,827,stress,5,5,AMV,C20,203,451,0,0.550,0.0
717680400,2022-03-28T22:00:00Z,1899-12-31T20:22:20Z,FO,828,stress,5,5,AMV,C20,214,692,0,0.691,0.0
717701060,2022-03-28T22:00:00Z,1899-12-31T20:22:41Z,FO,829,stress,5,5,AMV,C20,240,815,0,0.706,0.0
717715640,2022-03-28T22:00:00Z,1899-12-31T20:22:55Z,FO,830,stress,5,5,,,8,9,0,-,-
717724040,2022-03-28T22:00:00Z,1899-12-31T20:23:04Z,FO,831,stress,5,5,AMV,C21,287,1127,0,0.745,0.0
717730060,2022-03-28T22:00:00Z,1899-12-31T20:23:10Z,FO,832,stress,5,5,AMV,C21,160,628,0,0.745,0.0
717736820,2022-03-28T22:00:00Z,1899-12-31T20:23:16Z,FO,833,stress,5,5,AMV,C21,166,439,0,0.622,0.0
717748360,2022-03-28T22:00:00Z,1899-12-31T20:23:28Z,FO,834,stress,5,5,AMV,C21,371,1557,0,0.762,0.0
717770600,2022-03-28T22:00:00Z,1899-12-31T20:23:50Z,FO,835,stress,5,5,,,7,7,0,-,-
717787400,2022-03-28T22:00:00Z,1899-12-31T20:24:07Z,FO,836,stress,5,5,AMV,C22,314,1225,0,0.744,0.0
717793280,2022-03-28T22:00:00Z,1899-12-31T20:24:13Z,FO,837,stress,5,5,AMV,C22,262,1220,0,0.785,0.0
717799640,2022-03-28T22:00:00Z,1899-12-31T20:24:19Z,FO,838,stress,5,5,AMV,C22,237,310,0,0.235,0.0
717816760,2022-03-28T22:00:00Z,1899-12-31T20:24:36Z,FO,839,stress,5,5,AMV,C22,581,1765,0,0.671,0.0
717827120,2022-03-28T22:00:00Z,1899-12-31T20:24:47Z,FO,840,stress,5,5,,,25,25,0,-,-
717840880,2022-03-28T22:00:00Z,1899-12-31T20:25:00Z,FO,841,stress,5,5,AMV,C23,151,540,0,0.720,0.0
717846280,2022-03-28T22:00:00Z,1899-12-31T20:25:06Z,FO,842,stress,5,5,AMV,C23,244,730,0,0.666,0.0
717852060,2022-03-28T22:00:00Z,1899-12-31T20:25:12Z,FO,843,stress,5,5,AMV,C23,131,246,0,0.467,0.0
717868900,2022-03-28T22:00:00Z,1899-12-31T20:25:28Z,FO,844,stress,5,5,AMV,C23,355,1256,0,0.717,0.0
717877380,2022-03-28T22:00:00Z,1899-12-31T20:25:37Z,FO,845,stress,5,5,,,35,35,0,-,-
717888740,2022-03-28T22:00:00Z,1899-12-31T20:25:48Z,FO,846,stress,5,5,AMV,C24,245,737,0,0.668,0.0
717894980,2022-03-28T22:00:00Z,1899-12-31T20:25:54Z,FO,847,stress,5,5,AMV,C24,135,684,0,0.803,0.0
717900240,2022-03-28T22:00:00Z,1899-12-31T20:26:00Z,FO,848,stress,5,5,AMV,C24,221,867,0,0.745,0.0
717912260,2022-03-28T22:00:00Z,1899-12-31T20:26:12Z,FO,849,stress,5,5,AMV,C24,260,1216,0,0.786,0.0
717943920,2022-03-28T22:00:00Z,1899-12-31T20:26:43Z,FO,850,stress,5,5,,,8,10,0,-,-
717959040,2022-03-28T22:00:00Z,1899-12-31T20:26:59Z,FO,851,stress,5,5,AMV,C25,283,871,0,0.675,0.0
717972600,2022-03-28T22:00:00Z,1899-12-31T20:27:12Z,FO,852,stress,5,5,AMV,C25,233,776,0,0.700,0.0
717979560,2022-03-28T22:00:00Z,1899-12-31T20:27:19Z,FO,853,stress,5,5,AMV,C25,598,1658,0,0.639,0.0
717997100,2022-03-28T22:00:00Z,1899-12-31T20:27:37Z,FO,854,stress,5,5,AMV,C25,59,131,0,0.550,0.0
718013660,2022-03-28T22:00:00Z,1899-12-31T20:27:53Z,FO,855,stress,5,5,,,7,8,0,-,-
718032600,2022-03-28T22:00:00Z,1899-12-31T20:28:12Z,FO,856,stress,5,5,AMV,C26,215,781,0,0.725,0.0
718037560,2022-03-28T22:00:00Z,1899-12-31T20:28:17Z,FO,857,stress,5,5,AMV,C26,400,1200,0,0.667,0.0
718043800,2022-03-28T22:00:00Z,1899-12-31T20:28:23Z,FO,858,stress,5,5,AMV,C26,280,1071,0,0.739,0.0
718058600,2022-03-28T22:00:00Z,1899-12-31T20:28:38Z,FO,859,stress,5,5,AMV,C26,167,517,0,0.677,0.0
718072560,2022-03-28T22:00:00Z,1899-12-31T20:28:52Z,FO,860,stress,5,5,,,34,91,0,0.626,0.0
718083220,2022-03-28T22:00:00Z,1899-12-31T20:29:03Z,FO,861,stress,5,5,,,5,8,0,-,-
718093760,2022-03-28T22:00:00Z,1899-12-31T20:29:13Z,FO,862,stress,5,5,AMV,C27,228,900,0,0.747,0.0
718098480,2022-03-28T22:00:00Z,1899-12-31T20:29:18Z,FO,863,stress,5,5,AMV,C27,366,1466,0,0.750,0.0
718104260,2022-03-28T22:00:00Z,1899-12-31T20:29:24Z,FO,864,stress,5,5,AMV,C27,259,937,0,0.724,0.0
718118560,2022-03-28T22:00:00Z,1899-12-31T20:29:38Z,FO,865,stress,5,5,AMV,C27,111,471,0,0.764,0.0
718131460,2022-03-28T22:00:00Z,1899-12-31T20:29:51Z,FO,866,stress,5,5,,,4,10,0,-,-
718140240,2022-03-28T22:00:00Z,1899-12-31T20:30:00Z,FO,867,stress,5,5,AMV,C28,193,1068,0,0.819,0.0
718146620,2022-03-28T22:00:00Z,1899-12-31T20:30:06Z,FO,868,stress,5,5,AMV,C28,162,1201,0,0.865,0.0
718152900,2022-03-28T22:00:00Z,1899-12-31T20:30:12Z,FO,869,stress,5,5,AMV,C28,131,523,0,0.750,0.0
718166560,2022-03-28T22:00:00Z,1899-12-31T20:30:26Z,FO,870,stress,5,5,AMV,C28,234,914,0,0.744,0.0
718186360,2022-03-28T22:00:00Z,1899-12-31T20:30:46Z,FO,871,stress,5,5,,,8,9,0,-,-
718193460,2022-03-28T22:00:00Z,1899-12-31T20:30:53Z,FO,872,stress,5,5,AMV,C29,323,1680,0,0.808,0.0
718199060,2022-03-28T22:00:00Z,1899-12-31T20:30:59Z,FO,873,stress,5,5,AMV,C29,125,995,0,0.874,0.0
718204480,2022-03-28T22:00:00Z,1899-12-31T20:31:04Z,FO,874,stress,5,5,AMV,C29,175,574,0,0.695,0.0
718218320,2022-03-28T22:00:00Z,1899-12-31T20:31:18Z,FO,875,stress,5,5,AMV,C29,134,455,0,0.705,0.0
718228500,2022-03-28T22:00:00Z,1899-12-31T20:31:28Z,FO,876,stress,5,5,,,6,8,0,-,-
718240580,2022-03-28T22:00:00Z,1899-12-31T20:31:40Z,FO,877,stress,5,5,AMV,C30,216,737,0,0.707,0.0
718247160,2022-03-28T22:00:00Z,1899-12-31T20:31:47Z,FO,878,stress,5,5,AMV,C30,216,693,0,0.688,0.0
718253060,2022-03-28T22:00:00Z,1899-12-31T20:31:53Z,FO,879,stress,5,5,AMV,C30,155,293,0,0.471,0.0
718267160,2022-03-28T22:00:00Z,1899-12-31T20:32:07Z,FO,880,stress,5,5,AMV,C30,99,402,0,0.754,0.0
718278140,2022-03-28T22:00:00Z,1899-12-31T20:32:18Z,FO,881,stress,5,5,,,8,10,0,-,-
718291580,2022-03-28T22:00:00Z,1899-12-31T20:32:31Z,FO,882,stress,5,5,AMV,C31,203,1132,0,0.821,0.0
718298660,2022-03-28T22:00:00Z,1899-12-31T20:32:38Z,FO,883,stress,5,5,AMV,C31,180,558,0,0.677,0.0
718303500,2022-03-28T22:00:00Z,1899-12-31T20:32:43Z,FO,884,stress,5,5,AMV,C31,169,454,0,0.628,0.0
718316880,2022-03-28T22:00:00Z,1899-12-31T20:32:56Z,FO,885,stress,5,5,AMV,C31,114,456,0,0.750,0.0
718330480,2022-03-28T22:00:00Z,1899-12-31T20:33:10Z,FO,886,stress,5,5,,,5,8,0,-,-
718341180,2022-03-28T22:00:00Z,1899-12-31T20:33:21Z,FO,887,stress,5,5,AMV,C32,243,930,0,0.739,0.0
718348400,2022-03-28T22:00:00Z,1899-12-31T20:33:28Z,FO,888,stress,5,5,AMV,C32,145,609,0,0.762,0.0
718355880,2022-03-28T22:00:00Z,1899-12-31T20:33:35Z,FO,889,stress,5,5,AMV,C32,88,458,0,0.808,0.0
718367280,2022-03-28T22:00:00Z,1899-12-31T20:33:47Z,FO,890,stress,5,5,AMV,C32,144,552,0,0.739,0.0
718383900,2022-03-28T22:00:00Z,1899-12-31T20:34:03Z,FO,891,stress,5,5,,,7,9,0,-,-
718489460,2022-03-28T22:00:00Z,1899-12-31T20:35:49Z,FO,892,stress,5,5,AMV,C33,306,563,0,0.456,0.0
718496920,2022-03-28T22:00:00Z,1899-12-31T20:35:56Z,FO,893,stress,5,5,AMV,C33,182,694,0,0.738,0.0
718503880,2022-03-28T22:00:00Z,1899-12-31T20:36:03Z,FO,894,stress,5,5,AMV,C33,202,692,0,0.708,0.0
718520440,2022-03-28T22:00:00Z,1899-12-31T20:36:20Z,FO,895,stress,5,5,AMV,C33,328,1049,0,0.687,0.0
718534980,2022-03-28T22:00:00Z,1899-12-31T20:36:34Z,FO,896,stress,5,5,,,14,14,0,-,-
718545680,2022-03-28T22:00:00Z,1899-12-31T20:36:45Z,FO,897,stress,5,5,AMV,C34,334,1093,0,0.694,0.0
718550260,2022-03-28T22:00:00Z,1899-12-31T20:36:50Z,FO,898,stress,5,5,AMV,C34,144,406,0,0.645,0.0
718568700,2022-03-28T22:00:00Z,1899-12-31T20:37:08Z,FO,899,stress,5,5,AMV,C34,255,1749,0,0.854,0.0
718589000,2022-03-28T22:00:00Z,1899-12-31T20:37:29Z,FO,900,stress,5,5,AMV,C34,535,1842,0,0.710,0.0
718604360,2022-03-28T22:00:00Z,1899-12-31T20:37:44Z,FO,901,stress,5,5,,,8,12,0,-,-
718624300,2022-03-28T22:00:00Z,1899-12-31T20:38:04Z,FO,902,stress,5,5,AMV,C35,200,705,0,0.716,0.0
718629480,2022-03-28T22:00:00Z,1899-12-31T20:38:09Z,FO,903,stress,5,5,AMV,C35,174,608,0,0.714,0.0
718636960,2022-03-28T22:00:00Z,1899-12-31T20:38:16Z,FO,904,stress,5,5,AMV,C35,147,673,0,0.782,0.0
718665740,2022-03-28T22:00:00Z,1899-12-31T20:38:45Z,FO,905,stress,5,5,AMV,C35,183,659,0,0.722,0.0
718685500,2022-03-28T22:00:00Z,1899-12-31T20:39:05Z,FO,906,stress,5,5,,,9,9,0,-,-
718696600,2022-03-28T22:00:00Z,1899-12-31T20:39:16Z,FO,907,stress,5,5,AMV,C36,327,1143,0,0.714,0.0
718702100,2022-03-28T22:00:00Z,1899-12-31T20:39:22Z,FO,908,stress,5,5,AMV,C36,368,1214,0,0.697,0.0
718708860,2022-03-28T22:00:00Z,1899-12-31T20:39:28Z,FO,909,stress,5,5,AMV,C36,246,994,0,0.753,0.0
718725960,2022-03-28T22:00:00Z,1899-12-31T20:39:45Z,FO,910,stress,5,5,AMV,C36,271,893,0,0.697,0.0
718747680,2022-03-28T22:00:00Z,1899-12-31T20:40:07Z,FO,911,stress,5,5,,,6,9,0,-,-
718761040,2022-03-28T22:00:00Z,1899-12-31T20:40:21Z,FO,912,stress,5,5,AMV,C37,215,989,0,0.783,0.0
718767900,2022-03-28T22:00:00Z,1899-12-31T20:40:27Z,FO,913,stress,5,5,AMV,C37,289,978,0,0.704,0.0
718772300,2022-03-28T22:00:00Z,1899-12-31T20:40:32Z,FO,914,stress,5,5,AMV,C37,169,365,0,0.537,0.0
718787380,2022-03-28T22:00:00Z,1899-12-31T20:40:47Z,FO,915,stress,5,5,AMV,C37,512,2287,0,0.776,0.0
718798000,2022-03-28T22:00:00Z,1899-12-31T20:40:58Z,FO,916,stress,5,5,,,10,10,0,-,-
718810120,2022-03-28T22:00:00Z,1899-12-31T20:41:10Z,FO,917,stress,5,5,AMV,C38,215,930,0,0.769,0.0
718817660,2022-03-28T22:00:00Z,1899-12-31T20:41:17Z,FO,918,stress,5,5,AMV,C38,215,533,0,0.597,0.0
718823920,2022-03-28T22:00:00Z,1899-12-31T20:41:23Z,FO,919,stress,5,5,AMV,C38,116,403,0,0.712,0.0
718840880,2022-03-28T22:00:00Z,1899-12-31T20:41:40Z,FO,920,stress,5,5,AMV,C38,277,1165,0,0.762,0.0
718860550,2022-03-28T22:00:00Z,1899-12-31T20:42:00Z,FO,921,stress,5,5,,,8,14,0,-,-
718876060,2022-03-28T22:00:00Z,1899-12-31T20:42:16Z,FO,922,stress,5,5,AMV,C39,186,872,0,0.787,0.0
718883700,2022-03-28T22:00:00Z,1899-12-31T20:42:23Z,FO,923,stress,5,5,AMV,C39,227,594,0,0.618,0.0
718889220,2022-03-28T22:00:00Z,1899-12-31T20:42:29Z,FO,924,stress,5,5,AMV,C39,138,491,0,0.719,0.0
718907060,2022-03-28T22:00:00Z,1899-12-31T20:42:47Z,FO,925,stress,5,5,AMV,C39,163,588,0,0.723,0.0
718919700,2022-03-28T22:00:00Z,1899-12-31T20:42:59Z,FO,926,stress,5,5,,,8,8,0,-,-
718928440,2022-03-28T22:00:00Z,1899-12-31T20:43:08Z,FO,927,stress,5,5,AMV,C40,189,576,0,0.672,0.0
718934100,2022-03-28T22:00:00Z,1899-12-31T20:43:14Z,FO,928,stress,5,5,AMV,C40,183,975,0,0.812,0.0
718941080,2022-03-28T22:00:00Z,1899-12-31T20:43:21Z,FO,929,stress,5,5,AMV,C40,157,597,0,0.737,0.0
718960200,2022-03-28T22:00:00Z,1899-12-31T20:43:40Z,FO,930,stress,5,5,AMV,C40,283,1068,0,0.735,0.0
718976320,2022-03-28T22:00:00Z,1899-12-31T20:43:56Z,FO,931,stress,5,5,,,36,103,0,0.650,0.0
718986720,2022-03-28T22:00:00Z,1899-12-31T20:44:06Z,FO,932,stress,5,5,,,5,11,0,-,-
719005380,2022-03-28T22:00:00Z,1899-12-31T20:44:25Z,FO,933,stress,5,5,AMV,C41,195,649,0,0.700,0.0
719013560,2022-03-28T22:00:00Z,1899-12-31T20:44:33Z,FO,934,stress,5,5,AMV,C41,97,355,0,0.727,0.0
719029060,2022-03-28T22:00:00Z,1899-12-31T20:44:49Z,FO,935,stress,5,5,AMV,C41,74,284,0,0.739,0.0
719042280,2022-03-28T22:00:00Z,1899-12-31T20:45:02Z,FO,936,stress,5,5,AMV,C41,127,472,0,0.731,0.0
719056920,2022-03-28T22:00:00Z,1899-12-31T20:45:16Z,FO,937,stress,5,5,,,5,7,0,-,-
719073740,2022-03-28T22:00:00Z,1899-12-31T20:45:33Z,FO,938,stress,5,5,AMV,C42,106,367,0,0.711,0.0
719079300,2022-03-28T22:00:00Z,1899-12-31T20:45:39Z,FO,939,stress,5,5,AMV,C42,163,469,0,0.652,0.0
719086220,2022-03-28T22:00:00Z,1899-12-31T20:45:46Z,FO,940,stress,5,5,AMV,C42,67,147,0,0.544,0.0
719099840,2022-03-28T22:00:00Z,1899-12-31T20:45:59Z,FO,941,stress,5,5,AMV,C42,184,654,0,0.719,0.0
719115260,2022-03-28T22:00:00Z,1899-12-31T20:46:15Z,FO,942,stress,5,5,,,5,8,0,-,-
719122240,2022-03-28T22:00:00Z,1899-12-31T20:46:22Z,FO,943,stress,5,5,AMV,C43,81,295,0,0.725,0.0
719128300,2022-03-28T22:00:00Z,1899-12-31T20:46:28Z,FO,944,stress,5,5,AMV,C43,229,891,0,0.743,0.0
719134220,2022-03-28T22:00:00Z,1899-12-31T20:46:34Z,FO,945,stress,5,5,AMV,C43,269,938,0,0.713,0.0
719145840,2022-03-28T22:00:00Z,1899-12-31T20:46:45Z,FO,946,stress,5,5,AMV,C43,108,371,0,0.709,0.0
719152660,2022-03-28T22:00:00Z,1899-12-31T20:46:52Z,FO,947,stress,5,5,,,14,14,0,-,-
719164440,2022-03-28T22:00:00Z,1899-12-31T20:47:04Z,FO,948,stress,5,5,AMV,C44,185,741,0,0.750,0.0
719170220,2022-03-28T22:00:00Z,1899-12-31T20:47:10Z,FO,949,stress,5,5,AMV,C44,151,456,0,0.669,0.0
719187700,2022-03-28T22:00:00Z,1899-12-31T20:47:27Z,FO,950,stress,5,5,AMV,C44,98,402,0,0.756,0.0
719198280,2022-03-28T22:00:00Z,1899-12-31T20:47:38Z,FO,951,stress,5,5,AMV,C44,163,570,0,0.714,0.0
719211180,2022-03-28T22:00:00Z,1899-12-31T20:47:51Z,FO,952,stress,5,5,,,14,29,0,-,-
719222040,2022-03-28T22:00:00Z,1899-12-31T20:48:02Z,FO,953,stress,5,5,AMV,C45,127,497,0,0.744,0.0
719228420,2022-03-28T22:00:00Z,1899-12-31T20:48:08Z,FO,954,stress,5,5,AMV,C45,364,568,0,0.359,0.0
719236080,2022-03-28T22:00:00Z,1899-12-31T20:48:16Z,FO,955,stress,5,5,AMV,C45,237,765,0,0.690,0.0
719253700,2022-03-28T22:00:00Z,1899-12-31T20:48:33Z,FO,956,stress,5,5,AMV,C45,55,202,0,0.728,0.0
719264880,2022-03-28T22:00:00Z,1899-12-31T20:48:44Z,FO,957,stress,5,5,,,11,21,0,-,-
719276300,2022-03-28T22:00:00Z,1899-12-31T20:48:56Z,FO,958,stress,5,5,AMV,C46,215,827,0,0.740,0.0
719283580,2022-03-28T22:00:00Z,1899-12-31T20:49:03Z,FO,959,stress,5,5,AMV,C46,328,1298,0,0.747,0.0
719290480,2022-03-28T22:00:00Z,1899-12-31T20:49:10Z,FO,960,stress,5,5,AMV,C46,246,704,0,0.651,0.0
719304060,2022-03-28T22:00:00Z,1899-12-31T20:49:24Z,FO,961,stress,5,5,AMV,C46,200,780,0,0.744,0.0
719317600,2022-03-28T22:00:00Z,1899-12-31T20:49:37Z,FO,962,stress,5,5,,,6,15,0,-,-
719327840,2022-03-28T22:00:00Z,1899-12-31T20:49:47Z,FO,963,stress,5,5,AMV,C47,259,920,0,0.718,0.0
719333300,2022-03-28T22:00:00Z,1899-12-31T20:49:53Z,FO,964,stress,5,5,AMV,C47,171,595,0,0.713,0.0
719340980,2022-03-28T22:00:00Z,1899-12-31T20:50:00Z,FO,965,stress,5,5,AMV,C47,240,877,0,0.726,0.0
719352480,2022-03-28T22:00:00Z,1899-12-31T20:50:12Z,FO,966,stress,5,5,AMV,C47,105,493,0,0.787,0.0
719369960,2022-03-28T22:00:00Z,1899-12-31T20:50:29Z,FO,967,stress,5,5,,,8,13,0,-,-
719380580,2022-03-28T22:00:00Z,1899-12-31T20:50:40Z,FO,968,stress,5,5,AMV,C48,113,388,0,0.709,0.0
719386380,2022-03-28T22:00:00Z,1899-12-31T20:50:46Z,FO,969,stress,5,5,AMV,C48,300,1141,0,0.737,0.0
719410940,2022-03-28T22:00:00Z,1899-12-31T20:51:10Z,FO,970,stress,5,5,AMV,C48,102,376,0,0.729,0.0
719424120,2022-03-28T22:00:00Z,1899-12-31T20:51:24Z,FO,971,stress,5,5,AMV,C48,134,405,0,0.669,0.0
719439720,2022-03-28T22:00:00Z,1899-12-31T20:51:39Z,FO,972,stress,5,5,,,6,9,0,-,-
719457980,2022-03-28T22:00:00Z,1899-12-31T20:51:57Z,FO,973,stress,5,5,AMV,C49,298,1112,0,0.732,0.0
719465600,2022-03-28T22:00:00Z,1899-12-31T20:52:05Z,FO,974,stress,5,5,AMV,C49,174,669,0,0.740,0.0
719472620,2022-03-28T22:00:00Z,1899-12-31T20:52:12Z,FO,975,stress,5,5,AMV,C49,256,887,0,0.711,0.0
719491100,2022-03-28T22:00:00Z,1899-12-31T20:52:31Z,FO,976,stress,5,5,AMV,C49,293,900,0,0.674,0.0
719513480,2022-03-28T22:00:00Z,1899-12-31T20:52:53Z,FO,977,stress,5,5,,,7,10,0,-,-
719521720,2022-03-28T22:00:00Z,1899-12-31T20:53:01Z,FO,978,stress,5,5,AMV,C50,205,616,0,0.667,0.0
719526060,2022-03-28T22:00:00Z,1899-12-31T20:53:06Z,FO,979,stress,5,5,AMV,C50,328,1015,0,0.677,0.0
719532280,2022-03-28T22:00:00Z,1899-12-31T20:53:12Z,FO,980,stress,5,5,AMV,C50,204,915,0,0.777,0.0
719551920,2022-03-28T22:00:00Z,1899-12-31T20:53:31Z,FO,981,stress,5,5,AMV,C50,121,355,0,0.659,0.0
719560280,2022-03-28T22:00:00Z,1899-12-31T20:53:40Z,FO,982,stress,5,5,,,5,9,0,-,-
719576100,2022-03-28T22:00:00Z,1899-12-31T20:53:56Z,FO,983,stress,5,5,AMV,C51,264,980,0,0.731,0.0
719583960,2022-03-28T22:00:00Z,1899-12-31T20:54:03Z,FO,984,stress,5,5,AMV,C51,240,956,0,0.749,0.0
719590800,2022-03-28T22:00:00Z,1899-12-31T20:54:10Z,FO,985,stress,5,5,AMV,C51,213,423,0,0.496,0.0
719607320,2022-03-28T22:00:00Z,1899-12-31T20:54:27Z,FO,986,stress,5,5,AMV,C51,191,761,0,0.749,0.0
719619060,2022-03-28T22:00:00Z,1899-12-31T20:54:39Z,FO,987,stress,5,5,,,6,8,0,-,-
719634820,2022-03-28T22:00:00Z,1899-12-31T20:54:54Z,FO,988,stress,5,5,AMV,C52,219,811,0,0.730,0.0
719640880,2022-03-28T22:00:00Z,1899-12-31T20:55:00Z,FO,989,stress,5,5,AMV,C52,192,694,0,0.723,0.0
719646840,2022-03-28T22:00:00Z,1899-12-31T20:55:06Z,FO,990,stress,5,5,AMV,C52,200,791,0,0.747,0.0
719662420,2022-03-28T22:00:00Z,1899-12-31T20:55:22Z,FO,991,stress,5,5,AMV,C52,245,968,0,0.747,0.0
719673400,2022-03-28T22:00:00Z,1899-12-31T20:55:33Z,FO,992,stress,5,5,,,9,15,0,-,-
719697280,2022-03-28T22:00:00Z,1899-12-31T20:55:57Z,FO,993,stress,5,5,AMV,C53,225,900,0,0.750,0.0
719704740,2022-03-28T22:00:00Z,1899-12-31T20:56:04Z,FO,994,stress,5,5,AMV,C53,207,551,0,0.624,0.0
719711120,2022-03-28T22:00:00Z,1899-12-31T20:56:11Z,FO,995,stress,5,5,AMV,C53,201,801,0,0.749,0.0
719725600,2022-03-28T22:00:00Z,1899-12-31T20:56:25Z,FO,996,stress,5,5,AMV,C53,223,589,0,0.621,0.0
719732320,2022-03-28T22:00:00Z,1899-12-31T20:56:32Z,FO,997,stress,5,5,,,8,9,0,-,-
719750240,2022-03-28T22:00:00Z,1899-12-31T20:56:50Z,FO,998,stress,5,5,AMV,C54,90,335,0,0.731,0.0
719755560,2022-03-28T22:00:00Z,1899-12-31T20:56:55Z,FO,999,stress,5,5,AMV,C54,209,858,0,0.756,0.0
719762060,2022-03-28T22:00:00Z,1899-12-31T20:57:02Z,FO,1000,stress,5,5,AMV,C54,144,399,0,0.639,0.0
719779940,2022-03-28T22:00:00Z,1899-12-31T20:57:19Z,FO,1001,stress,5,5,AMV,C54,194,767,0,0.747,0.0
719795820,2022-03-28T22:00:00Z,1899-12-31T20:57:35Z,FO,1002,stress,5,5,,,13,32,0,-,-
719966860,2022-03-28T22:00:00Z,1899-12-31T21:00:26Z,FO,1003,stress,5,5,,,7,7,0,-,-
719970960,2022-03-28T22:00:00Z,1899-12-31T21:00:30Z,FO,1004,stress,5,5,,,6,8,0,-,-
719977940,2022-03-28T22:00:00Z,1899-12-31T21:00:37Z,FO,1005,stress,5,5,AMV,C55,150,582,0,0.742,0.0
719984000,2022-03-28T22:00:00Z,1899-12-31T21:00:44Z,FO,1006,stress,5,5,AMV,C55,503,1497,0,0.664,0.0
719990500,2022-03-28T22:00:00Z,1899-12-31T21:00:50Z,FO,1007,stress,5,5,AMV,C55,193,765,0,0.748,0.0
720014360,2022-03-28T22:00:00Z,1899-12-31T21:01:14Z,FO,1008,stress,5,5,AMV,C55,429,1470,0,0.708,0.0
720036600,2022-03-28T22:00:00Z,1899-12-31T21:01:36Z,FO,1009,stress,5,5,,,7,13,0,-,-
720046140,2022-03-28T22:00:00Z,1899-12-31T21:01:46Z,FO,1010,stress,5,5,AMV,C56,110,462,0,0.762,0.0
720052980,2022-03-28T22:00:00Z,1899-12-31T21:01:52Z,FO,1011,stress,5,5,AMV,C56,80,561,0,0.857,0.0
720058560,2022-03-28T22:00:00Z,1899-12-31T21:01:58Z,FO,1012,stress,5,5,AMV,C56,173,433,0,0.600,0.0
720077200,2022-03-28T22:00:00Z,1899-12-31T21:02:17Z,FO,1013,stress,5,5,AMV,C56,232,768,0,0.698,0.0
720097900,2022-03-28T22:00:00Z,1899-12-31T21:02:37Z,FO,1014,stress,5,5,,,6,9,0,-,-
720108840,2022-03-28T22:00:00Z,1899-12-31T21:02:48Z,FO,1015,stress,5,5,AMV,C57,193,658,0,0.707,0.0
720113140,2022-03-28T22:00:00Z,1899-12-31T21:02:53Z,FO,1016,stress,5,5,AMV,C57,108,765,0,0.859,0.0
720120080,2022-03-28T22:00:00Z,1899-12-31T21:03:00Z,FO,1017,stress,5,5,AMV,C57,101,289,0,0.651,0.0
720138560,2022-03-28T22:00:00Z,1899-12-31T21:03:18Z,FO,1018,stress,5,5,AMV,C57,112,437,0,0.744,0.0
720146160,2022-03-28T22:00:00Z,1899-12-31T21:03:26Z,FO,1019,stress,5,5,,,6,7,0,-,-
720173480,2022-03-28T22:00:00Z,1899-12-31T21:03:53Z,FO,1020,stress,5,5,AMV,C58,277,960,0,0.711,0.0
720180340,2022-03-28T22:00:00Z,1899-12-31T21:04:00Z,FO,1021,stress,5,5,AMV,C58,119,524,0,0.773,0.0
720187620,2022-03-28T22:00:00Z,1899-12-31T21:04:07Z,FO,1022,stress,5,5,AMV,C58,153,286,0,0.465,0.0
720204320,2022-03-28T22:00:00Z,1899-12-31T21:04:24Z,FO,1023,stress,5,5,AMV,C58,161,504,0,0.681,0.0
