Time (rel/ms),Date,Time,Type,No.,Phase,Day,duration,System,Channel,F,Fm,PAR,Y(II),ETR
980137360,2022-04-15T22:00:00Z,1899-12-31T20:58:21Z,FO,3873,recovery,10,23,IMP,C22,203,419,-,0.516,-
980148680,2022-04-15T22:00:00Z,1899-12-31T20:58:32Z,FO,3874,recovery_scraped,10,23,IMP,C22,220,658,-,0.666,-
980154480,2022-04-15T22:00:00Z,1899-12-31T20:58:38Z,FO,3875,recovery,10,23,,,2,5,-,-,-
980164180,2022-04-15T22:00:00Z,1899-12-31T20:58:48Z,FO,3876,recovery,10,23,IMP,C27,271,835,-,0.675,-
980179380,2022-04-15T22:00:00Z,1899-12-31T20:59:03Z,FO,3877,recovery,10,23,IMP,C27,407,1453,-,0.720,-
980187460,2022-04-15T22:00:00Z,1899-12-31T20:59:11Z,FO,3878,recovery,10,23,IMP,C27,106,456,-,0.768,-
980194050,2022-04-15T22:00:00Z,1899-12-31T20:59:18Z,FO,3879,recovery,10,23,IMP,C27,108,354,-,0.695,-
980205280,2022-04-15T22:00:00Z,1899-12-31T20:59:29Z,FO,3880,recovery_scraped,10,23,IMP,C27,186,688,-,0.730,-
980210880,2022-04-15T22:00:00Z,1899-12-31T20:59:34Z,FO,3881,recovery,10,23,,,47,47,-,-,-
980220640,2022-04-15T22:00:00Z,1899-12-31T20:59:44Z,FO,3882,recovery,10,23,IMP,C29,183,554,-,0.670,-
980229720,2022-04-15T22:00:00Z,1899-12-31T20:59:53Z,FO,3883,recovery,10,23,IMP,C29,329,1016,-,0.676,-
980238220,2022-04-15T22:00:00Z,1899-12-31T21:00:02Z,FO,3884,recovery,10,23,IMP,C29,273,1038,-,0.737,-
980244440,2022-04-15T22:00:00Z,1899-12-31T21:00:08Z,FO,3885,recovery,10,23,IMP,C29,157,459,-,0.658,-
980257320,2022-04-15T22:00:00Z,1899-12-31T21:00:21Z,FO,3886,recovery_scraped,10,23,IMP,C29,217,723,-,0.700,-
980263640,2022-04-15T22:00:00Z,1899-12-31T21:00:27Z,FO,3887,recovery,10,23,,,4,6,-,-,-
980273820,2022-04-15T22:00:00Z,1899-12-31T21:00:37Z,FO,3888,recovery,10,23,IMP,C31,150,397,-,0.622,-
980280900,2022-04-15T22:00:00Z,1899-12-31T21:00:44Z,FO,3889,recovery,10,23,IMP,C31,94,197,-,0.523,-
980290260,2022-04-15T22:00:00Z,1899-12-31T21:00:54Z,FO,3890,recovery,10,23,IMP,C31,256,791,-,0.676,-
980296100,2022-04-15T22:00:00Z,1899-12-31T21:01:00Z,FO,3891,recovery,10,23,IMP,C31,135,514,-,0.737,-
980305960,2022-04-15T22:00:00Z,1899-12-31T21:01:09Z,FO,3892,recovery_scraped,10,23,IMP,C31,185,1100,-,0.832,-
980311960,2022-04-15T22:00:00Z,1899-12-31T21:01:15Z,FO,3893,recovery,10,23,,,7,7,-,-,-
980319840,2022-04-15T22:00:00Z,1899-12-31T21:01:23Z,FO,3894,recovery,10,23,IMP,C32,188,669,-,0.719,-
980328060,2022-04-15T22:00:00Z,1899-12-31T21:01:32Z,FO,3895,recovery,10,23,IMP,C32,49,230,-,0.787,-
980337060,2022-04-15T22:00:00Z,1899-12-31T21:01:41Z,FO,3896,recovery,10,23,IMP,C32,102,388,-,0.737,-
980343740,2022-04-15T22:00:00Z,1899-12-31T21:01:47Z,FO,3897,recovery,10,23,IMP,C32,136,349,-,0.610,-
980352280,2022-04-15T22:00:00Z,1899-12-31T21:01:56Z,FO,3898,recovery_scraped,10,23,IMP,C32,150,713,-,0.790,-
980357420,2022-04-15T22:00:00Z,1899-12-31T21:02:01Z,FO,3899,recovery,10,23,,,84,84,-,0.000,-
980364620,2022-04-15T22:00:00Z,1899-12-31T21:02:08Z,FO,3900,recovery,10,23,IMP,C34,148,442,-,0.665,-
980372780,2022-04-15T22:00:00Z,1899-12-31T21:02:16Z,FO,3901,recovery,10,23,IMP,C34,82,324,-,0.747,-
980381380,2022-04-15T22:00:00Z,1899-12-31T21:02:25Z,FO,3902,recovery,10,23,IMP,C34,177,619,-,0.714,-
980387660,2022-04-15T22:00:00Z,1899-12-31T21:02:31Z,FO,3903,recovery,10,23,IMP,C34,116,433,-,0.732,-
980401480,2022-04-15T22:00:00Z,1899-12-31T21:02:45Z,FO,3904,recovery_scraped,10,23,IMP,C34,287,1033,-,0.722,-
980407300,2022-04-15T22:00:00Z,1899-12-31T21:02:51Z,FO,3905,recovery,10,23,,,4,5,-,-,-
980425120,2022-04-15T22:00:00Z,1899-12-31T21:03:09Z,FO,3906,recovery,10,23,IMP,C36,126,530,-,0.762,-
980435420,2022-04-15T22:00:00Z,1899-12-31T21:03:19Z,FO,3907,recovery,10,23,IMP,C36,95,169,-,0.438,-
980444940,2022-04-15T22:00:00Z,1899-12-31T21:03:28Z,FO,3908,recovery,10,23,IMP,C36,70,253,-,0.723,-
980450920,2022-04-15T22:00:00Z,1899-12-31T21:03:34Z,FO,3909,recovery,10,23,IMP,C36,118,594,-,0.801,-
980464420,2022-04-15T22:00:00Z,1899-12-31T21:03:48Z,FO,3910,recovery_scraped,10,23,IMP,C36,277,941,-,0.706,-
980470260,2022-04-15T22:00:00Z,1899-12-31T21:03:54Z,FO,3911,recovery,10,23,,,30,30,-,-,-
980480540,2022-04-15T22:00:00Z,1899-12-31T21:04:04Z,FO,3912,recovery,10,23,IMP,C37,223,487,-,0.542,-
980489300,2022-04-15T22:00:00Z,1899-12-31T21:04:13Z,FO,3913,recovery,10,23,IMP,C37,563,1874,-,0.700,-
980497060,2022-04-15T22:00:00Z,1899-12-31T21:04:21Z,FO,3914,recovery,10,23,IMP,C37,88,267,-,0.670,-
980504680,2022-04-15T22:00:00Z,1899-12-31T21:04:28Z,FO,3915,recovery,10,23,IMP,C37,99,363,-,0.727,-
980512050,2022-04-15T22:00:00Z,1899-12-31T21:04:36Z,FO,3916,recovery_scraped,10,23,IMP,C37,148,566,-,0.739,-
980519120,2022-04-15T22:00:00Z,1899-12-31T21:04:43Z,FO,3917,recovery,10,23,,,11,25,-,-,-
980527220,2022-04-15T22:00:00Z,1899-12-31T21:04:51Z,FO,3918,recovery,10,23,IMP,C41,175,765,-,0.771,-
980534080,2022-04-15T22:00:00Z,1899-12-31T21:04:58Z,FO,3919,recovery,10,23,IMP,C41,25,94,-,0.734,-
980544340,2022-04-15T22:00:00Z,1899-12-31T21:05:08Z,FO,3920,recovery,10,23,IMP,C41,113,373,-,0.697,-
980550700,2022-04-15T22:00:00Z,1899-12-31T21:05:14Z,FO,3921,recovery,10,23,IMP,C41,98,295,-,0.668,-
980559980,2022-04-15T22:00:00Z,1899-12-31T21:05:23Z,FO,3922,recovery_scraped,10,23,IMP,C41,326,1295,-,0.748,-
980569380,2022-04-15T22:00:00Z,1899-12-31T21:05:33Z,FO,3923,recovery,10,23,,,6,14,-,-,-
980576980,2022-04-15T22:00:00Z,1899-12-31T21:05:40Z,FO,3924,recovery,10,23,IMP,C42,183,570,-,0.679,-
980582820,2022-04-15T22:00:00Z,1899-12-31T21:05:46Z,FO,3925,recovery,10,23,IMP,C42,106,471,-,0.775,-
980591050,2022-04-15T22:00:00Z,1899-12-31T21:05:55Z,FO,3926,recovery,10,23,IMP,C42,71,361,-,0.803,-
980597860,2022-04-15T22:00:00Z,1899-12-31T21:06:01Z,FO,3927,recovery,10,23,IMP,C42,78,224,-,0.652,-
980607600,2022-04-15T22:00:00Z,1899-12-31T21:06:11Z,FO,3928,recovery_scraped,10,23,IMP,C42,223,858,-,0.740,-
980616240,2022-04-15T22:00:00Z,1899-12-31T21:06:20Z,FO,3929,recovery,10,23,,,4,5,-,-,-
980624660,2022-04-15T22:00:00Z,1899-12-31T21:06:28Z,FO,3930,recovery,10,23,IMP,C44,139,378,-,0.632,-
980630780,2022-04-15T22:00:00Z,1899-12-31T21:06:34Z,FO,3931,recovery,10,23,IMP,C44,34,67,-,0.493,-
980639860,2022-04-15T22:00:00Z,1899-12-31T21:06:43Z,FO,3932,recovery,10,23,IMP,C44,80,261,-,0.693,-
980645980,2022-04-15T22:00:00Z,1899-12-31T21:06:49Z,FO,3933,recovery,10,23,IMP,C44,159,594,-,0.732,-
980656140,2022-04-15T22:00:00Z,1899-12-31T21:07:00Z,FO,3934,recovery_scraped,10,23,IMP,C44,153,528,-,0.710,-
980661560,2022-04-15T22:00:00Z,1899-12-31T21:07:05Z,FO,3935,recovery,10,23,,,88,88,-,0.000,-
980669180,2022-04-15T22:00:00Z,1899-12-31T21:07:13Z,FO,3936,recovery,10,23,IMP,C45,131,443,-,0.704,-
980675800,2022-04-15T22:00:00Z,1899-12-31T21:07:19Z,FO,3937,recovery,10,23,IMP,C45,123,281,-,0.562,-
980683500,2022-04-15T22:00:00Z,1899-12-31T21:07:27Z,FO,3938,recovery,10,23,IMP,C45,72,224,-,0.679,-
980689800,2022-04-15T22:00:00Z,1899-12-31T21:07:33Z,FO,3939,recovery,10,23,IMP,C45,85,327,-,0.740,-
980699880,2022-04-15T22:00:00Z,1899-12-31T21:07:43Z,FO,3940,recovery_scraped,10,23,IMP,C45,188,1111,-,0.831,-
980705050,2022-04-15T22:00:00Z,1899-12-31T21:07:49Z,FO,3941,recovery,10,23,,,4,7,-,-,-
980716200,2022-04-15T22:00:00Z,1899-12-31T21:08:00Z,FO,3942,recovery,10,23,IMP,C46,138,494,-,0.721,-
980721840,2022-04-15T22:00:00Z,1899-12-31T21:08:05Z,FO,3943,recovery,10,23,IMP,C46,122,154,-,0.208,-
980729420,2022-04-15T22:00:00Z,1899-12-31T21:08:13Z,FO,3944,recovery,10,23,IMP,C46,216,853,-,0.747,-
980736050,2022-04-15T22:00:00Z,1899-12-31T21:08:20Z,FO,3945,recovery,10,23,IMP,C46,109,280,-,0.611,-
980745580,2022-04-15T22:00:00Z,1899-12-31T21:08:29Z,FO,3946,recovery_scraped,10,23,IMP,C46,248,998,-,0.752,-
980751460,2022-04-15T22:00:00Z,1899-12-31T21:08:35Z,FO,3947,recovery,10,23,,,5,9,-,-,-
980754800,2022-04-15T22:00:00Z,1899-12-31T21:08:38Z,FO,3948,recovery,10,23,,,4,9,-,-,-
980768380,2022-04-15T22:00:00Z,1899-12-31T21:08:52Z,FO,3949,recovery,10,23,IMP,C52,176,223,-,0.211,-
980774320,2022-04-15T22:00:00Z,1899-12-31T21:08:58Z,FO,3950,recovery,10,23,IMP,C52,109,511,-,0.787,-
980784660,2022-04-15T22:00:00Z,1899-12-31T21:09:08Z,FO,3951,recovery,10,23,IMP,C52,59,154,-,0.617,-
980790400,2022-04-15T22:00:00Z,1899-12-31T21:09:14Z,FO,3952,recovery,10,23,IMP,C52,92,367,-,0.749,-
980799220,2022-04-15T22:00:00Z,1899-12-31T21:09:23Z,FO,3953,recovery_scraped,10,23,IMP,C52,118,372,-,0.683,-
980804550,2022-04-15T22:00:00Z,1899-12-31T21:09:28Z,FO,3954,recovery,10,23,,,54,54,-,0.000,-
980813060,2022-04-15T22:00:00Z,1899-12-31T21:09:37Z,FO,3955,recovery,10,23,IMP,C53,168,523,-,0.679,-
980820740,2022-04-15T22:00:00Z,1899-12-31T21:09:44Z,FO,3956,recovery,10,23,IMP,C53,87,280,-,0.689,-
980828550,2022-04-15T22:00:00Z,1899-12-31T21:09:52Z,FO,3957,recovery,10,23,IMP,C53,118,356,-,0.669,-
980834280,2022-04-15T22:00:00Z,1899-12-31T21:09:58Z,FO,3958,recovery,10,23,IMP,C53,142,326,-,0.564,-
980845160,2022-04-15T22:00:00Z,1899-12-31T21:10:09Z,FO,3959,recovery_scraped,10,23,IMP,C53,170,632,-,0.731,-
980850000,2022-04-15T22:00:00Z,1899-12-31T21:10:14Z,FO,3960,recovery,10,23,,,4,5,-,-,-
980859600,2022-04-15T22:00:00Z,1899-12-31T21:10:23Z,FO,3961,recovery,10,23,IMP,C54,76,319,-,0.762,-
980865580,2022-04-15T22:00:00Z,1899-12-31T21:10:29Z,FO,3962,recovery,10,23,IMP,C54,138,243,-,0.432,-
980874300,2022-04-15T22:00:00Z,1899-12-31T21:10:38Z,FO,3963,recovery,10,23,IMP,C54,84,283,-,0.703,-
980880300,2022-04-15T22:00:00Z,1899-12-31T21:10:44Z,FO,3964,recovery,10,23,IMP,C54,143,399,-,0.642,-
980895440,2022-04-15T22:00:00Z,1899-12-31T21:10:59Z,FO,3965,recovery_scraped,10,23,IMP,C54,268,617,-,0.566,-
980900620,2022-04-15T22:00:00Z,1899-12-31T21:11:04Z,FO,3966,recovery,10,23,,,111,111,-,0.000,-
980908500,2022-04-15T22:00:00Z,1899-12-31T21:11:12Z,FO,3967,recovery,10,23,IMP,C55,128,558,-,0.771,-
980914760,2022-04-15T22:00:00Z,1899-12-31T21:11:18Z,FO,3968,recovery,10,23,IMP,C55,332,1249,-,0.734,-
980923160,2022-04-15T22:00:00Z,1899-12-31T21:11:27Z,FO,3969,recovery,10,23,IMP,C55,124,529,-,0.766,-
980928550,2022-04-15T22:00:00Z,1899-12-31T21:11:32Z,FO,3970,recovery,10,23,IMP,C55,117,427,-,0.726,-
980937550,2022-04-15T22:00:00Z,1899-12-31T21:11:41Z,FO,3971,recovery_scraped,10,23,IMP,C55,132,390,-,0.662,-
980942880,2022-04-15T22:00:00Z,1899-12-31T21:11:46Z,FO,3972,recovery,10,23,,,57,57,-,0.000,-
980954160,2022-04-15T22:00:00Z,1899-12-31T21:11:58Z,FO,3973,recovery,10,23,IMP,C57,101,428,-,0.764,-
980962060,2022-04-15T22:00:00Z,1899-12-31T21:12:06Z,FO,3974,recovery,10,23,IMP,C57,114,234,-,0.513,-
980970960,2022-04-15T22:00:00Z,1899-12-31T21:12:14Z,FO,3975,recovery,10,23,IMP,C57,50,242,-,0.793,-
980979720,2022-04-15T22:00:00Z,1899-12-31T21:12:23Z,FO,3976,recovery,10,23,IMP,C57,108,344,-,0.686,-
980989280,2022-04-15T22:00:00Z,1899-12-31T21:12:33Z,FO,3977,recovery_scraped,10,23,IMP,C57,110,233,-,0.528,-
980994960,2022-04-15T22:00:00Z,1899-12-31T21:12:38Z,FO,3978,recovery,10,23,,,34,34,-,-,-
981002640,2022-04-15T22:00:00Z,1899-12-31T21:12:46Z,FO,3979,recovery,10,23,IMP,C58,101,320,-,0.684,-
981008720,2022-04-15T22:00:00Z,1899-12-31T21:12:52Z,FO,3980,recovery,10,23,IMP,C58,74,178,-,0.584,-
981016640,2022-04-15T22:00:00Z,1899-12-31T21:13:00Z,FO,3981,recovery,10,23,IMP,C58,128,480,-,0.733,-
981022780,2022-04-15T22:00:00Z,1899-12-31T21:13:06Z,FO,3982,recovery,10,23,IMP,C58,133,254,-,0.476,-
981031380,2022-04-15T22:00:00Z,1899-12-31T21:13:15Z,FO,3983,recovery_scraped,10,23,IMP,C58,138,681,-,0.797,-
981037620,2022-04-15T22:00:00Z,1899-12-31T21:13:21Z,FO,3984,recovery,10,23,,,5,6,-,-,-
981053400,2022-04-15T22:00:00Z,1899-12-31T21:13:37Z,FO,3985,recovery,10,23,IMP,C60,279,732,-,0.619,-
981061580,2022-04-15T22:00:00Z,1899-12-31T21:13:45Z,FO,3986,recovery,10,23,IMP,C60,43,121,-,0.645,-
981069100,2022-04-15T22:00:00Z,1899-12-31T21:13:53Z,FO,3987,recovery,10,23,IMP,C60,58,146,-,0.603,-
981074600,2022-04-15T22:00:00Z,1899-12-31T21:13:58Z,FO,3988,recovery,10,23,IMP,C60,149,479,-,0.689,-
981082280,2022-04-15T22:00:00Z,1899-12-31T21:14:06Z,FO,3989,recovery_scraped,10,23,IMP,C60,218,930,-,0.766,-
981087320,2022-04-15T22:00:00Z,1899-12-31T21:14:11Z,FO,3990,recovery,10,23,,,97,97,-,0.000,-
981097940,2022-04-15T22:00:00Z,1899-12-31T21:14:21Z,FO,3991,recovery,10,23,IMP,C64,62,359,-,0.827,-
981105320,2022-04-15T22:00:00Z,1899-12-31T21:14:29Z,FO,3992,recovery,10,23,IMP,C64,132,533,-,0.752,-
981113980,2022-04-15T22:00:00Z,1899-12-31T21:14:37Z,FO,3993,recovery,10,23,IMP,C64,173,721,-,0.760,-
981119050,2022-04-15T22:00:00Z,1899-12-31T21:14:43Z,FO,3994,recovery,10,23,IMP,C64,96,314,-,0.694,-
981131320,2022-04-15T22:00:00Z,1899-12-31T21:14:55Z,FO,3995,recovery_scraped,10,23,IMP,C64,138,624,-,0.779,-
981136800,2022-04-15T22:00:00Z,1899-12-31T21:15:00Z,FO,3996,recovery,,,,,47,47,-,-,-
981147600,2022-04-15T22:00:00Z,1899-12-31T21:15:11Z,FO,3997,recovery,,,,,9,19,-,-,-
981151360,2022-04-15T22:00:00Z,1899-12-31T21:15:15Z,FO,3998,recovery,,,,,10,21,-,-,-
1324708440,2022-04-19T22:00:00Z,1899-12-31T20:41:12Z,FO,3999,recovery,14,27,AMV,C01,242,807,-,0.700,-
1324715050,2022-04-19T22:00:00Z,1899-12-31T20:41:19Z,FO,4000,recovery,14,27,AMV,C01,173,558,-,0.690,-
1324727180,2022-04-19T22:00:00Z,1899-12-31T20:41:31Z,FO,4001,recovery,14,27,AMV,C01,158,552,-,0.714,-
1324732780,2022-04-19T22:00:00Z,1899-12-31T20:41:36Z,FO,4002,recovery,14,27,AMV,C01,95,441,-,0.785,-
1324739680,2022-04-19T22:00:00Z,1899-12-31T20:41:43Z,FO,4003,recovery,14,27,,,8,20,-,-,-
1324760280,2022-04-19T22:00:00Z,1899-12-31T20:42:04Z,FO,4004,recovery,14,27,AMV,C04,188,483,-,0.611,-
1324770050,2022-04-19T22:00:00Z,1899-12-31T20:42:14Z,FO,4005,recovery,14,27,AMV,C04,206,789,-,0.739,-
1324775660,2022-04-19T22:00:00Z,1899-12-31T20:42:19Z,FO,4006,recovery,14,27,AMV,C04,161,462,-,0.652,-
1324782820,2022-04-19T22:00:00Z,1899-12-31T20:42:26Z,FO,4007,recovery,14,27,AMV,C04,196,636,-,0.692,-
1324787820,2022-04-19T22:00:00Z,1899-12-31T20:42:31Z,FO,4008,recovery,14,27,AMV,C04,118,144,-,0.181,-
1324792550,2022-04-19T22:00:00Z,1899-12-31T20:42:36Z,FO,4009,recovery,14,27,,,21,29,-,-,-
1324800300,2022-04-19T22:00:00Z,1899-12-31T20:42:44Z,FO,4010,recovery,14,27,AMV,C05,300,1257,-,0.761,-
1324806560,2022-04-19T22:00:00Z,1899-12-31T20:42:50Z,FO,4011,recovery,14,27,AMV,C05,253,1656,-,0.847,-
1324815380,2022-04-19T22:00:00Z,1899-12-31T20:42:59Z,FO,4012,recovery,14,27,AMV,C05,159,517,-,0.692,-
1324821260,2022-04-19T22:00:00Z,1899-12-31T20:43:05Z,FO,4013,recovery,14,27,AMV,C05,199,649,-,0.693,-
1324826460,2022-04-19T22:00:00Z,1899-12-31T20:43:10Z,FO,4014,recovery,14,27,,,17,17,-,-,-
1324837100,2022-04-19T22:00:00Z,1899-12-31T20:43:21Z,FO,4015,recovery,14,27,AMV,C09,428,1052,-,0.593,-
1324846260,2022-04-19T22:00:00Z,1899-12-31T20:43:30Z,FO,4016,recovery,14,27,AMV,C09,148,232,-,0.362,-
1324855300,2022-04-19T22:00:00Z,1899-12-31T20:43:39Z,FO,4017,recovery,14,27,AMV,C09,178,615,-,0.711,-
1324861940,2022-04-19T22:00:00Z,1899-12-31T20:43:45Z,FO,4018,recovery,14,27,AMV,C09,330,1460,-,0.774,-
1324867960,2022-04-19T22:00:00Z,1899-12-31T20:43:51Z,FO,4019,recovery,14,27,AMV,C09,157,479,-,0.672,-
1324873860,2022-04-19T22:00:00Z,1899-12-31T20:43:57Z,FO,4020,recovery,14,27,,,12,12,-,-,-
1324882220,2022-04-19T22:00:00Z,1899-12-31T20:44:06Z,FO,4021,recovery,14,27,AMV,C10,279,957,-,0.708,-
1324900050,2022-04-19T22:00:00Z,1899-12-31T20:44:24Z,FO,4022,recovery,14,27,AMV,C10,415,1685,-,0.754,-
1324908340,2022-04-19T22:00:00Z,1899-12-31T20:44:32Z,FO,4023,recovery,14,27,AMV,C10,361,1088,-,0.668,-
1324916940,2022-04-19T22:00:00Z,1899-12-31T20:44:40Z,FO,4024,recovery,14,27,AMV,C10,207,578,-,0.642,-
1324922280,2022-04-19T22:00:00Z,1899-12-31T20:44:46Z,FO,4025,recovery,14,27,,,6,9,-,-,-
1324928700,2022-04-19T22:00:00Z,1899-12-31T20:44:52Z,FO,4026,recovery,14,27,AMV,C12,336,894,-,0.624,-
1324933440,2022-04-19T22:00:00Z,1899-12-31T20:44:57Z,FO,4027,recovery,14,27,AMV,C12,227,539,-,0.579,-
1324940200,2022-04-19T22:00:00Z,1899-12-31T20:45:04Z,FO,4028,recovery,14,27,AMV,C12,200,961,-,0.792,-
1324945240,2022-04-19T22:00:00Z,1899-12-31T20:45:09Z,FO,4029,recovery,14,27,AMV,C12,250,1136,-,0.780,-
1324951360,2022-04-19T22:00:00Z,1899-12-31T20:45:15Z,FO,4030,recovery,14,27,,,23,23,-,-,-
1324960980,2022-04-19T22:00:00Z,1899-12-31T20:45:24Z,FO,4031,recovery,14,27,AMV,C13,258,1100,-,0.765,-
1324964720,2022-04-19T22:00:00Z,1899-12-31T20:45:28Z,FO,4032,recovery,14,27,AMV,C13,308,625,-,0.507,-
1324972400,2022-04-19T22:00:00Z,1899-12-31T20:45:36Z,FO,4033,recovery,14,27,AMV,C13,267,964,-,0.723,-
1324977500,2022-04-19T22:00:00Z,1899-12-31T20:45:41Z,FO,4034,recovery,14,27,AMV,C13,313,1612,-,0.806,-
1324982780,2022-04-19T22:00:00Z,1899-12-31T20:45:46Z,FO,4035,recovery,14,27,,,142,142,-,0.000,-
1324994260,2022-04-19T22:00:00Z,1899-12-31T20:45:58Z,FO,4036,recovery,14,27,AMV,C16,304,1430,-,0.787,-
1325000820,2022-04-19T22:00:00Z,1899-12-31T20:46:04Z,FO,4037,recovery,14,27,AMV,C16,87,461,-,0.811,-
1325007180,2022-04-19T22:00:00Z,1899-12-31T20:46:11Z,FO,4038,recovery,14,27,AMV,C16,58,317,-,0.817,-
1325016760,2022-04-19T22:00:00Z,1899-12-31T20:46:20Z,FO,4039,recovery,14,27,AMV,C16,204,364,-,0.440,-
1325022260,2022-04-19T22:00:00Z,1899-12-31T20:46:26Z,FO,4040,recovery,14,27,,,12,15,-,-,-
1325029000,2022-04-19T22:00:00Z,1899-12-31T20:46:33Z,FO,4041,recovery,14,27,,,12,15,-,-,-
1325035200,2022-04-19T22:00:00Z,1899-12-31T20:46:39Z,FO,4042,recovery,14,27,AMV,C17,194,747,-,0.740,-
1325040640,2022-04-19T22:00:00Z,1899-12-31T20:46:44Z,FO,4043,recovery,14,27,AMV,C17,138,348,-,0.603,-
1325047560,2022-04-19T22:00:00Z,1899-12-31T20:46:51Z,FO,4044,recovery,14,27,AMV,C17,103,383,-,0.731,-
1325053180,2022-04-19T22:00:00Z,1899-12-31T20:46:57Z,FO,4045,recovery,14,27,AMV,C17,356,1290,-,0.724,-
1325058060,2022-04-19T22:00:00Z,1899-12-31T20:47:02Z,FO,4046,recovery,14,27,,,146,146,-,0.000,-
1325066480,2022-04-19T22:00:00Z,1899-12-31T20:47:10Z,FO,4047,recovery,14,27,AMV,C18,225,950,-,0.763,-
1325072280,2022-04-19T22:00:00Z,1899-12-31T20:47:16Z,FO,4048,recovery,14,27,AMV,C18,154,340,-,0.547,-
1325082700,2022-04-19T22:00:00Z,1899-12-31T20:47:26Z,FO,4049,recovery,14,27,AMV,C18,159,404,-,0.606,-
1325088340,2022-04-19T22:00:00Z,1899-12-31T20:47:32Z,FO,4050,recovery,14,27,AMV,C18,108,698,-,0.845,-
1325093640,2022-04-19T22:00:00Z,1899-12-31T20:47:37Z,FO,4051,recovery,14,27,,,38,38,-,-,-
1325102060,2022-04-19T22:00:00Z,1899-12-31T20:47:46Z,FO,4052,recovery,14,27,AMV,C19,269,830,-,0.676,-
1325111550,2022-04-19T22:00:00Z,1899-12-31T20:47:55Z,FO,4053,recovery,14,27,AMV,C19,99,384,-,0.742,-
1325119000,2022-04-19T22:00:00Z,1899-12-31T20:48:03Z,FO,4054,recovery,14,27,AMV,C19,132,479,-,0.724,-
1325124620,2022-04-19T22:00:00Z,1899-12-31T20:48:08Z,FO,4055,recovery,14,27,AMV,C19,171,661,-,0.741,-
1325129560,2022-04-19T22:00:00Z,1899-12-31T20:48:13Z,FO,4056,recovery,14,27,AMV,C19,191,414,-,0.539,-
1325135060,2022-04-19T22:00:00Z,1899-12-31T20:48:19Z,FO,4057,recovery,14,27,,,16,16,-,-,-
1325146980,2022-04-19T22:00:00Z,1899-12-31T20:48:30Z,FO,4058,recovery,14,27,AMV,C21,417,849,-,0.509,-
1325151620,2022-04-19T22:00:00Z,1899-12-31T20:48:35Z,FO,4059,recovery,14,27,AMV,C21,254,883,-,0.712,-
1325159420,2022-04-19T22:00:00Z,1899-12-31T20:48:43Z,FO,4060,recovery,14,27,AMV,C21,205,651,-,0.685,-
1325165160,2022-04-19T22:00:00Z,1899-12-31T20:48:49Z,FO,4061,recovery,14,27,AMV,C21,205,824,-,0.751,-
1325170420,2022-04-19T22:00:00Z,1899-12-31T20:48:54Z,FO,4062,recovery,14,27,,,55,55,-,0.000,-
1325181280,2022-04-19T22:00:00Z,1899-12-31T20:49:05Z,FO,4063,recovery,14,27,AMV,C22,281,1063,-,0.736,-
1325186550,2022-04-19T22:00:00Z,1899-12-31T20:49:10Z,FO,4064,recovery,14,27,AMV,C22,159,665,-,0.761,-
1325194400,2022-04-19T22:00:00Z,1899-12-31T20:49:18Z,FO,4065,recovery,14,27,AMV,C22,83,323,-,0.743,-
1325199780,2022-04-19T22:00:00Z,1899-12-31T20:49:23Z,FO,4066,recovery,14,27,AMV,C22,273,745,-,0.634,-
1325204700,2022-04-19T22:00:00Z,1899-12-31T20:49:28Z,FO,4067,recovery,14,27,,,157,157,-,0.000,-
1325214900,2022-04-19T22:00:00Z,1899-12-31T20:49:38Z,FO,4068,recovery,14,27,AMV,C27,100,382,-,0.738,-
1325219340,2022-04-19T22:00:00Z,1899-12-31T20:49:43Z,FO,4069,recovery,14,27,AMV,C27,203,751,-,0.730,-
1325227160,2022-04-19T22:00:00Z,1899-12-31T20:49:51Z,FO,4070,recovery,14,27,AMV,C27,121,285,-,0.575,-
1325232660,2022-04-19T22:00:00Z,1899-12-31T20:49:56Z,FO,4071,recovery,14,27,AMV,C27,197,669,-,0.706,-
1325237680,2022-04-19T22:00:00Z,1899-12-31T20:50:01Z,FO,4072,recovery,14,27,AMV,C27,119,126,-,0.056,-
1325242780,2022-04-19T22:00:00Z,1899-12-31T20:50:06Z,FO,4073,recovery,14,27,,,10,10,-,-,-
1325252920,2022-04-19T22:00:00Z,1899-12-31T20:50:16Z,FO,4074,recovery,14,27,AMV,C29,123,445,-,0.724,-
1325258060,2022-04-19T22:00:00Z,1899-12-31T20:50:22Z,FO,4075,recovery,14,27,AMV,C29,207,896,-,0.769,-
1325266620,2022-04-19T22:00:00Z,1899-12-31T20:50:30Z,FO,4076,recovery,14,27,AMV,C29,147,616,-,0.761,-
1325272580,2022-04-19T22:00:00Z,1899-12-31T20:50:36Z,FO,4077,recovery,14,27,AMV,C29,204,318,-,0.358,-
1325278760,2022-04-19T22:00:00Z,1899-12-31T20:50:42Z,FO,4078,recovery,14,27,,,4,7,-,-,-
1325286580,2022-04-19T22:00:00Z,1899-12-31T20:50:50Z,FO,4079,recovery,14,27,AMV,C30,430,1520,-,0.717,-
1325292580,2022-04-19T22:00:00Z,1899-12-31T20:50:56Z,FO,4080,recovery,14,27,AMV,C30,203,693,-,0.707,-
1325300080,2022-04-19T22:00:00Z,1899-12-31T20:51:04Z,FO,4081,recovery,14,27,AMV,C30,131,561,-,0.766,-
