"","Time..rel.ms.","Date","Time","Type","No.","Phase","Day","duration","Channel","F","Fm","PAR","Y.II.","ETR","System","Block","Salinity","Fish","Temperature"
"1",267902640,"2022-03-23T23:00:00Z","1899-12-31T14:26:02Z","FO",66,"stress",1,1,"C01",235,254,"0","0.075","0.0","AMV","B1","background","no fish","increased"
"2",267908420,"2022-03-23T23:00:00Z","1899-12-31T14:26:08Z","FO",67,"stress",1,1,"C01",328,400,"0","0.180","0.0","AMV","B1","background","no fish","increased"
"3",267913070,"2022-03-23T23:00:00Z","1899-12-31T14:26:13Z","FO",68,"stress",1,1,"C01",325,415,"0","0.217","0.0","AMV","B1","background","no fish","increased"
"4",267926240,"2022-03-23T23:00:00Z","1899-12-31T14:26:26Z","FO",69,"stress",1,1,"C01",176,361,"0","0.512","0.0","AMV","B1","background","no fish","increased"
"5",267945740,"2022-03-23T23:00:00Z","1899-12-31T14:26:45Z","FO",71,"stress",1,1,"C02",364,562,"0","0.352","0.0","AMV","B1","background","no fish","increased"
"6",267951740,"2022-03-23T23:00:00Z","1899-12-31T14:26:51Z","FO",72,"stress",1,1,"C02",400,693,"0","0.423","0.0","AMV","B1","background","no fish","increased"
"7",267957100,"2022-03-23T23:00:00Z","1899-12-31T14:26:57Z","FO",73,"stress",1,1,"C02",237,508,"0","0.533","0.0","AMV","B1","background","no fish","increased"
"8",267964560,"2022-03-23T23:00:00Z","1899-12-31T14:27:04Z","FO",74,"stress",1,1,"C02",69,224,"0","0.692","0.0","AMV","B1","background","no fish","increased"
"9",267987720,"2022-03-23T23:00:00Z","1899-12-31T14:27:27Z","FO",76,"stress",1,1,"C03",479,951,"0","0.496","0.0","AMV","B1","salt","no fish","increased"
"10",268006200,"2022-03-23T23:00:00Z","1899-12-31T14:27:46Z","FO",77,"stress",1,1,"C03",309,567,"0","0.455","0.0","AMV","B1","salt","no fish","increased"
"11",268012720,"2022-03-23T23:00:00Z","1899-12-31T14:27:52Z","FO",78,"stress",1,1,"C03",224,490,"0","0.543","0.0","AMV","B1","salt","no fish","increased"
"12",268018560,"2022-03-23T23:00:00Z","1899-12-31T14:27:58Z","FO",79,"stress",1,1,"C03",153,697,"0","0.780","0.0","AMV","B1","salt","no fish","increased"
"13",268034300,"2022-03-23T23:00:00Z","1899-12-31T14:28:14Z","FO",81,"stress",1,1,"C04",294,388,"0","0.242","0.0","AMV","B1","background","no fish","increased"
"14",268041360,"2022-03-23T23:00:00Z","1899-12-31T14:28:21Z","FO",82,"stress",1,1,"C04",389,666,"0","0.416","0.0","AMV","B1","background","no fish","increased"
"15",268048440,"2022-03-23T23:00:00Z","1899-12-31T14:28:28Z","FO",83,"stress",1,1,"C04",364,507,"0","0.282","0.0","AMV","B1","background","no fish","increased"
"16",268056500,"2022-03-23T23:00:00Z","1899-12-31T14:28:36Z","FO",84,"stress",1,1,"C04",445,693,"0","0.358","0.0","AMV","B1","background","no fish","increased"
"17",268074660,"2022-03-23T23:00:00Z","1899-12-31T14:28:54Z","FO",86,"stress",1,1,"C05",293,643,"0","0.544","0.0","AMV","B1","salt","fish","increased"
"18",268082240,"2022-03-23T23:00:00Z","1899-12-31T14:29:02Z","FO",87,"stress",1,1,"C05",189,416,"0","0.546","0.0","AMV","B1","salt","fish","increased"
"19",268089180,"2022-03-23T23:00:00Z","1899-12-31T14:29:09Z","FO",88,"stress",1,1,"C05",359,934,"0","0.616","0.0","AMV","B1","salt","fish","increased"
"20",268096580,"2022-03-23T23:00:00Z","1899-12-31T14:29:16Z","FO",89,"stress",1,1,"C05",237,752,"0","0.685","0.0","AMV","B1","salt","fish","increased"
"21",268114840,"2022-03-23T23:00:00Z","1899-12-31T14:29:34Z","FO",91,"stress",1,1,"C06",451,738,"0","0.389","0.0","AMV","B1","salt","no fish","increased"
"22",268121100,"2022-03-23T23:00:00Z","1899-12-31T14:29:41Z","FO",92,"stress",1,1,"C06",493,899,"0","0.452","0.0","AMV","B1","salt","no fish","increased"
"23",268128800,"2022-03-23T23:00:00Z","1899-12-31T14:29:48Z","FO",93,"stress",1,1,"C06",368,841,"0","0.562","0.0","AMV","B1","salt","no fish","increased"
"24",268138620,"2022-03-23T23:00:00Z","1899-12-31T14:29:58Z","FO",94,"stress",1,1,"C06",441,830,"0","0.469","0.0","AMV","B1","salt","no fish","increased"
"25",268152640,"2022-03-23T23:00:00Z","1899-12-31T14:30:12Z","FO",96,"stress",1,1,"C07",367,451,"0","0.186","0.0","AMV","B1","background","fish","increased"
"26",268158260,"2022-03-23T23:00:00Z","1899-12-31T14:30:18Z","FO",97,"stress",1,1,"C07",315,615,"0","0.488","0.0","AMV","B1","background","fish","increased"
"27",268164940,"2022-03-23T23:00:00Z","1899-12-31T14:30:24Z","FO",98,"stress",1,1,"C07",377,544,"0","0.307","0.0","AMV","B1","background","fish","increased"
"28",268173840,"2022-03-23T23:00:00Z","1899-12-31T14:30:33Z","FO",99,"stress",1,1,"C07",292,680,"0","0.571","0.0","AMV","B1","background","fish","increased"
"29",268188160,"2022-03-23T23:00:00Z","1899-12-31T14:30:48Z","FO",101,"stress",1,1,"C08",414,786,"0","0.473","0.0","AMV","B1","salt","fish","increased"
"30",268194680,"2022-03-23T23:00:00Z","1899-12-31T14:30:54Z","FO",102,"stress",1,1,"C08",393,793,"0","0.504","0.0","AMV","B1","salt","fish","increased"
"31",268200000,"2022-03-23T23:00:00Z","1899-12-31T14:31:00Z","FO",103,"stress",1,1,"C08",332,1134,"0","0.707","0.0","AMV","B1","salt","fish","increased"
"32",268209500,"2022-03-23T23:00:00Z","1899-12-31T14:31:09Z","FO",104,"stress",1,1,"C08",250,618,"0","0.595","0.0","AMV","B1","salt","fish","increased"
"33",268216580,"2022-03-23T23:00:00Z","1899-12-31T14:31:16Z","FO",105,"stress",1,1,"C08",252,500,"0","0.496","0.0","AMV","B1","salt","fish","increased"
"34",268234360,"2022-03-23T23:00:00Z","1899-12-31T14:31:34Z","FO",107,"stress",1,1,"C09",330,337,"0","0.021","0.0","AMV","B1","salt","fish","increased"
"35",268241300,"2022-03-23T23:00:00Z","1899-12-31T14:31:41Z","FO",108,"stress",1,1,"C09",381,704,"0","0.459","0.0","AMV","B1","salt","fish","increased"
"36",268246360,"2022-03-23T23:00:00Z","1899-12-31T14:31:46Z","FO",109,"stress",1,1,"C09",346,707,"0","0.511","0.0","AMV","B1","salt","fish","increased"
"37",268253820,"2022-03-23T23:00:00Z","1899-12-31T14:31:53Z","FO",110,"stress",1,1,"C09",246,446,"0","0.448","0.0","AMV","B1","salt","fish","increased"
"38",268274680,"2022-03-23T23:00:00Z","1899-12-31T14:32:14Z","FO",112,"stress",1,1,"C10",472,1003,"0","0.529","0.0","AMV","B1","background","fish","increased"
"39",268280720,"2022-03-23T23:00:00Z","1899-12-31T14:32:20Z","FO",113,"stress",1,1,"C10",371,475,"0","0.219","0.0","AMV","B1","background","fish","increased"
"40",268288140,"2022-03-23T23:00:00Z","1899-12-31T14:32:28Z","FO",114,"stress",1,1,"C10",290,728,"0","0.602","0.0","AMV","B1","background","fish","increased"
"41",268296260,"2022-03-23T23:00:00Z","1899-12-31T14:32:36Z","FO",115,"stress",1,1,"C10",358,681,"0","0.474","0.0","AMV","B1","background","fish","increased"
"42",268309680,"2022-03-23T23:00:00Z","1899-12-31T14:32:49Z","FO",117,"stress",1,1,"C11",416,971,"0","0.572","0.0","AMV","B1","background","fish","increased"
"43",268316280,"2022-03-23T23:00:00Z","1899-12-31T14:32:56Z","FO",118,"stress",1,1,"C11",439,929,"0","0.527","0.0","AMV","B1","background","fish","increased"
"44",268324260,"2022-03-23T23:00:00Z","1899-12-31T14:33:04Z","FO",119,"stress",1,1,"C11",200,433,"0","0.538","0.0","AMV","B1","background","fish","increased"
"45",268331600,"2022-03-23T23:00:00Z","1899-12-31T14:33:11Z","FO",120,"stress",1,1,"C11",261,527,"0","0.505","0.0","AMV","B1","background","fish","increased"
"46",268345760,"2022-03-23T23:00:00Z","1899-12-31T14:33:25Z","FO",122,"stress",1,1,"C12",653,1309,"0","0.501","0.0","AMV","B1","background","fish","increased"
"47",268352360,"2022-03-23T23:00:00Z","1899-12-31T14:33:32Z","FO",123,"stress",1,1,"C12",280,590,"0","0.525","0.0","AMV","B1","background","fish","increased"
"48",268358560,"2022-03-23T23:00:00Z","1899-12-31T14:33:38Z","FO",124,"stress",1,1,"C12",151,201,"0","0.249","0.0","AMV","B1","background","fish","increased"
"49",268366060,"2022-03-23T23:00:00Z","1899-12-31T14:33:46Z","FO",125,"stress",1,1,"C12",346,724,"0","0.522","0.0","AMV","B1","background","fish","increased"
"50",268378420,"2022-03-23T23:00:00Z","1899-12-31T14:33:58Z","FO",127,"stress",1,1,"C13",612,884,"0","0.308","0.0","AMV","B1","salt","no fish","increased"
"51",268385320,"2022-03-23T23:00:00Z","1899-12-31T14:34:05Z","FO",128,"stress",1,1,"C13",534,959,"0","0.443","0.0","AMV","B1","salt","no fish","increased"
"52",268391600,"2022-03-23T23:00:00Z","1899-12-31T14:34:11Z","FO",129,"stress",1,1,"C13",444,855,"0","0.481","0.0","AMV","B1","salt","no fish","increased"
"53",268398880,"2022-03-23T23:00:00Z","1899-12-31T14:34:18Z","FO",130,"stress",1,1,"C13",354,776,"0","0.544","0.0","AMV","B1","salt","no fish","increased"
"54",268411160,"2022-03-23T23:00:00Z","1899-12-31T14:34:31Z","FO",132,"stress",1,1,"C14",465,782,"0","0.405","0.0","AMV","B1","background","no fish","increased"
"55",268417140,"2022-03-23T23:00:00Z","1899-12-31T14:34:37Z","FO",133,"stress",1,1,"C14",603,1259,"0","0.521","0.0","AMV","B1","background","no fish","increased"
"56",268423820,"2022-03-23T23:00:00Z","1899-12-31T14:34:43Z","FO",134,"stress",1,1,"C14",447,1194,"0","0.626","0.0","AMV","B1","background","no fish","increased"
"57",268430000,"2022-03-23T23:00:00Z","1899-12-31T14:34:50Z","FO",135,"stress",1,1,"C14",355,734,"0","0.516","0.0","AMV","B1","background","no fish","increased"
"58",268443400,"2022-03-23T23:00:00Z","1899-12-31T14:35:03Z","FO",137,"stress",1,1,"C15",267,492,"0","0.457","0.0","AMV","B1","salt","fish","increased"
"59",268449700,"2022-03-23T23:00:00Z","1899-12-31T14:35:09Z","FO",138,"stress",1,1,"C15",633,1346,"0","0.530","0.0","AMV","B1","salt","fish","increased"
"60",268456660,"2022-03-23T23:00:00Z","1899-12-31T14:35:16Z","FO",139,"stress",1,1,"C15",511,1401,"0","0.635","0.0","AMV","B1","salt","fish","increased"
"61",268463380,"2022-03-23T23:00:00Z","1899-12-31T14:35:23Z","FO",140,"stress",1,1,"C15",220,503,"0","0.563","0.0","AMV","B1","salt","fish","increased"
"62",268476540,"2022-03-23T23:00:00Z","1899-12-31T14:35:36Z","FO",142,"stress",1,1,"C16",546,1039,"0","0.474","0.0","AMV","B1","salt","no fish","increased"
"63",268482060,"2022-03-23T23:00:00Z","1899-12-31T14:35:42Z","FO",143,"stress",1,1,"C16",560,1220,"0","0.541","0.0","AMV","B1","salt","no fish","increased"
"64",268489360,"2022-03-23T23:00:00Z","1899-12-31T14:35:49Z","FO",144,"stress",1,1,"C16",384,922,"0","0.584","0.0","AMV","B1","salt","no fish","increased"
"65",268496580,"2022-03-23T23:00:00Z","1899-12-31T14:35:56Z","FO",145,"stress",1,1,"C16",227,662,"0","0.657","0.0","AMV","B1","salt","no fish","increased"
"66",268512000,"2022-03-23T23:00:00Z","1899-12-31T14:36:12Z","FO",147,"stress",1,1,"C17",449,1019,"0","0.559","0.0","AMV","B2","salt","no fish","normal"
"67",268519420,"2022-03-23T23:00:00Z","1899-12-31T14:36:19Z","FO",148,"stress",1,1,"C17",396,855,"0","0.537","0.0","AMV","B2","salt","no fish","normal"
"68",268527560,"2022-03-23T23:00:00Z","1899-12-31T14:36:27Z","FO",149,"stress",1,1,"C17",208,556,"0","0.626","0.0","AMV","B2","salt","no fish","normal"
"69",268534780,"2022-03-23T23:00:00Z","1899-12-31T14:36:34Z","FO",150,"stress",1,1,"C17",341,680,"0","0.499","0.0","AMV","B2","salt","no fish","normal"
"70",268551640,"2022-03-23T23:00:00Z","1899-12-31T14:36:51Z","FO",152,"stress",1,1,"C18",537,1198,"0","0.552","0.0","AMV","B2","background","no fish","normal"
"71",268559000,"2022-03-23T23:00:00Z","1899-12-31T14:36:59Z","FO",153,"stress",1,1,"C18",127,244,"0","0.480","0.0","AMV","B2","background","no fish","normal"
"72",268568400,"2022-03-23T23:00:00Z","1899-12-31T14:37:08Z","FO",154,"stress",1,1,"C18",299,871,"0","0.657","0.0","AMV","B2","background","no fish","normal"
"73",268574560,"2022-03-23T23:00:00Z","1899-12-31T14:37:14Z","FO",155,"stress",1,1,"C18",178,541,"0","0.671","0.0","AMV","B2","background","no fish","normal"
"74",268585000,"2022-03-23T23:00:00Z","1899-12-31T14:37:25Z","FO",157,"stress",1,1,"C19",332,764,"0","0.565","0.0","AMV","B2","salt","fish","normal"
"75",268592720,"2022-03-23T23:00:00Z","1899-12-31T14:37:32Z","FO",158,"stress",1,1,"C19",430,800,"0","0.463","0.0","AMV","B2","salt","fish","normal"
"76",268599560,"2022-03-23T23:00:00Z","1899-12-31T14:37:39Z","FO",159,"stress",1,1,"C19",206,350,"0","0.411","0.0","AMV","B2","salt","fish","normal"
"77",268607340,"2022-03-23T23:00:00Z","1899-12-31T14:37:47Z","FO",160,"stress",1,1,"C19",203,463,"0","0.562","0.0","AMV","B2","salt","fish","normal"
"78",268625420,"2022-03-23T23:00:00Z","1899-12-31T14:38:05Z","FO",162,"stress",1,1,"C20",344,781,"0","0.560","0.0","AMV","B2","background","fish","normal"
"79",268633000,"2022-03-23T23:00:00Z","1899-12-31T14:38:13Z","FO",163,"stress",1,1,"C20",199,456,"0","0.564","0.0","AMV","B2","background","fish","normal"
"80",268639880,"2022-03-23T23:00:00Z","1899-12-31T14:38:19Z","FO",164,"stress",1,1,"C20",284,618,"0","0.540","0.0","AMV","B2","background","fish","normal"
"81",268647300,"2022-03-23T23:00:00Z","1899-12-31T14:38:27Z","FO",165,"stress",1,1,"C20",258,614,"0","0.580","0.0","AMV","B2","background","fish","normal"
"82",268662420,"2022-03-23T23:00:00Z","1899-12-31T14:38:42Z","FO",167,"stress",1,1,"C21",627,1188,"0","0.472","0.0","AMV","B2","salt","fish","normal"
"83",268669320,"2022-03-23T23:00:00Z","1899-12-31T14:38:49Z","FO",168,"stress",1,1,"C21",449,1083,"0","0.585","0.0","AMV","B2","salt","fish","normal"
"84",268677380,"2022-03-23T23:00:00Z","1899-12-31T14:38:57Z","FO",169,"stress",1,1,"C21",238,690,"0","0.655","0.0","AMV","B2","salt","fish","normal"
"85",268684860,"2022-03-23T23:00:00Z","1899-12-31T14:39:04Z","FO",170,"stress",1,1,"C21",371,717,"0","0.483","0.0","AMV","B2","salt","fish","normal"
"86",268702440,"2022-03-23T23:00:00Z","1899-12-31T14:39:22Z","FO",172,"stress",1,1,"C22",408,1000,"0","0.592","0.0","AMV","B2","background","no fish","normal"
"87",268709260,"2022-03-23T23:00:00Z","1899-12-31T14:39:29Z","FO",173,"stress",1,1,"C22",438,1026,"0","0.573","0.0","AMV","B2","background","no fish","normal"
"88",268715360,"2022-03-23T23:00:00Z","1899-12-31T14:39:35Z","FO",174,"stress",1,1,"C22",331,854,"0","0.612","0.0","AMV","B2","background","no fish","normal"
"89",268723660,"2022-03-23T23:00:00Z","1899-12-31T14:39:43Z","FO",175,"stress",1,1,"C22",659,1210,"0","0.455","0.0","AMV","B2","background","no fish","normal"
"90",268736920,"2022-03-23T23:00:00Z","1899-12-31T14:39:56Z","FO",177,"stress",1,1,"C24",462,935,"0","0.506","0.0","AMV","B2","salt","no fish","normal"
"91",268742800,"2022-03-23T23:00:00Z","1899-12-31T14:40:02Z","FO",178,"stress",1,1,"C24",534,1006,"0","0.469","0.0","AMV","B2","salt","no fish","normal"
"92",268748420,"2022-03-23T23:00:00Z","1899-12-31T14:40:08Z","FO",179,"stress",1,1,"C24",317,1007,"0","0.685","0.0","AMV","B2","salt","no fish","normal"
"93",268758640,"2022-03-23T23:00:00Z","1899-12-31T14:40:18Z","FO",180,"stress",1,1,"C24",410,1202,"0","0.659","0.0","AMV","B2","salt","no fish","normal"
"94",268772340,"2022-03-23T23:00:00Z","1899-12-31T14:40:32Z","FO",182,"stress",1,1,"C25",283,606,"0","0.533","0.0","AMV","B2","salt","fish","normal"
"95",268778600,"2022-03-23T23:00:00Z","1899-12-31T14:40:38Z","FO",183,"stress",1,1,"C25",527,1298,"0","0.594","0.0","AMV","B2","salt","fish","normal"
"96",268782080,"2022-03-23T23:00:00Z","1899-12-31T14:40:42Z","FO",184,"stress",1,1,"C25",526,1450,"0","0.637","0.0","AMV","B2","salt","fish","normal"
"97",268789600,"2022-03-23T23:00:00Z","1899-12-31T14:40:49Z","FO",185,"stress",1,1,"C25",166,426,"0","0.610","0.0","AMV","B2","salt","fish","normal"
"98",268820080,"2022-03-23T23:00:00Z","1899-12-31T14:41:20Z","FO",187,"stress",1,1,"C26",418,695,"0","0.399","0.0","AMV","B2","salt","fish","normal"
"99",268827060,"2022-03-23T23:00:00Z","1899-12-31T14:41:27Z","FO",188,"stress",1,1,"C26",480,882,"0","0.456","0.0","AMV","B2","salt","fish","normal"
"100",268833070,"2022-03-23T23:00:00Z","1899-12-31T14:41:33Z","FO",189,"stress",1,1,"C26",288,537,"0","0.464","0.0","AMV","B2","salt","fish","normal"
"101",268842260,"2022-03-23T23:00:00Z","1899-12-31T14:41:42Z","FO",190,"stress",1,1,"C26",262,576,"0","0.545","0.0","AMV","B2","salt","fish","normal"
"102",268855180,"2022-03-23T23:00:00Z","1899-12-31T14:41:55Z","FO",192,"stress",1,1,"C27",469,879,"0","0.466","0.0","AMV","B2","salt","no fish","normal"
"103",268862120,"2022-03-23T23:00:00Z","1899-12-31T14:42:02Z","FO",193,"stress",1,1,"C27",494,897,"0","0.449","0.0","AMV","B2","salt","no fish","normal"
"104",268869740,"2022-03-23T23:00:00Z","1899-12-31T14:42:09Z","FO",194,"stress",1,1,"C27",222,500,"0","0.556","0.0","AMV","B2","salt","no fish","normal"
"105",268876120,"2022-03-23T23:00:00Z","1899-12-31T14:42:16Z","FO",195,"stress",1,1,"C27",145,510,"0","0.716","0.0","AMV","B2","salt","no fish","normal"
"106",268888540,"2022-03-23T23:00:00Z","1899-12-31T14:42:28Z","FO",197,"stress",1,1,"C28",513,1199,"0","0.572","0.0","AMV","B2","background","no fish","normal"
"107",268894700,"2022-03-23T23:00:00Z","1899-12-31T14:42:34Z","FO",198,"stress",1,1,"C28",299,639,"0","0.532","0.0","AMV","B2","background","no fish","normal"
"108",268901180,"2022-03-23T23:00:00Z","1899-12-31T14:42:41Z","FO",199,"stress",1,1,"C28",282,544,"0","0.482","0.0","AMV","B2","background","no fish","normal"
"109",268907900,"2022-03-23T23:00:00Z","1899-12-31T14:42:47Z","FO",200,"stress",1,1,"C28",211,574,"0","0.632","0.0","AMV","B2","background","no fish","normal"
"110",268921440,"2022-03-23T23:00:00Z","1899-12-31T14:43:01Z","FO",202,"stress",1,1,"C29",226,566,"0","0.601","0.0","AMV","B2","background","fish","normal"
"111",268928220,"2022-03-23T23:00:00Z","1899-12-31T14:43:08Z","FO",203,"stress",1,1,"C29",351,798,"0","0.560","0.0","AMV","B2","background","fish","normal"
"112",268934760,"2022-03-23T23:00:00Z","1899-12-31T14:43:14Z","FO",204,"stress",1,1,"C29",377,903,"0","0.583","0.0","AMV","B2","background","fish","normal"
"113",268942500,"2022-03-23T23:00:00Z","1899-12-31T14:43:22Z","FO",205,"stress",1,1,"C29",217,731,"0","0.703","0.0","AMV","B2","background","fish","normal"
"114",268958380,"2022-03-23T23:00:00Z","1899-12-31T14:43:38Z","FO",207,"stress",1,1,"C30",256,527,"0","0.514","0.0","AMV","B2","background","fish","normal"
"115",268966360,"2022-03-23T23:00:00Z","1899-12-31T14:43:46Z","FO",208,"stress",1,1,"C30",462,765,"0","0.396","0.0","AMV","B2","background","fish","normal"
"116",268975300,"2022-03-23T23:00:00Z","1899-12-31T14:43:55Z","FO",209,"stress",1,1,"C30",486,1245,"0","0.610","0.0","AMV","B2","background","fish","normal"
"117",268983580,"2022-03-23T23:00:00Z","1899-12-31T14:44:03Z","FO",210,"stress",1,1,"C30",274,690,"0","0.603","0.0","AMV","B2","background","fish","normal"
"118",268996000,"2022-03-23T23:00:00Z","1899-12-31T14:44:16Z","FO",212,"stress",1,1,"C31",301,694,"0","0.566","0.0","AMV","B2","background","fish","normal"
"119",269004700,"2022-03-23T23:00:00Z","1899-12-31T14:44:24Z","FO",213,"stress",1,1,"C31",451,1044,"0","0.568","0.0","AMV","B2","background","fish","normal"
"120",269010760,"2022-03-23T23:00:00Z","1899-12-31T14:44:30Z","FO",214,"stress",1,1,"C31",477,1144,"0","0.583","0.0","AMV","B2","background","fish","normal"
"121",269017820,"2022-03-23T23:00:00Z","1899-12-31T14:44:37Z","FO",215,"stress",1,1,"C31",231,625,"0","0.630","0.0","AMV","B2","background","fish","normal"
"122",269032200,"2022-03-23T23:00:00Z","1899-12-31T14:44:52Z","FO",217,"stress",1,1,"C32",282,669,"0","0.578","0.0","AMV","B2","salt","no fish","normal"
"123",269039780,"2022-03-23T23:00:00Z","1899-12-31T14:44:59Z","FO",218,"stress",1,1,"C32",408,926,"0","0.559","0.0","AMV","B2","salt","no fish","normal"
"124",269046580,"2022-03-23T23:00:00Z","1899-12-31T14:45:06Z","FO",219,"stress",1,1,"C32",403,960,"0","0.580","0.0","AMV","B2","salt","no fish","normal"
"125",269052420,"2022-03-23T23:00:00Z","1899-12-31T14:45:12Z","FO",220,"stress",1,1,"C32",260,668,"0","0.611","0.0","AMV","B2","salt","no fish","normal"
"126",269067180,"2022-03-23T23:00:00Z","1899-12-31T14:45:27Z","FO",221,"stress",1,1,"C32",444,1022,"0","0.566","0.0","AMV","B2","salt","no fish","normal"
"127",269075360,"2022-03-23T23:00:00Z","1899-12-31T14:45:35Z","FO",222,"stress",1,1,"C32",402,959,"0","0.581","0.0","AMV","B2","salt","no fish","normal"
"128",269080060,"2022-03-23T23:00:00Z","1899-12-31T14:45:40Z","FO",223,"stress",1,1,"C32",286,854,"0","0.665","0.0","AMV","B2","salt","no fish","normal"
"129",269089600,"2022-03-23T23:00:00Z","1899-12-31T14:45:49Z","FO",224,"stress",1,1,"C32",329,793,"0","0.585","0.0","AMV","B2","salt","no fish","normal"
"130",269111960,"2022-03-23T23:00:00Z","1899-12-31T14:46:11Z","FO",227,"stress",1,1,"C33",412,908,"0","0.546","0.0","AMV","B3","background","fish","increased"
"131",269118920,"2022-03-23T23:00:00Z","1899-12-31T14:46:18Z","FO",228,"stress",1,1,"C33",717,1457,"0","0.508","0.0","AMV","B3","background","fish","increased"
"132",269125180,"2022-03-23T23:00:00Z","1899-12-31T14:46:25Z","FO",229,"stress",1,1,"C33",391,530,"0","0.262","0.0","AMV","B3","background","fish","increased"
"133",269135460,"2022-03-23T23:00:00Z","1899-12-31T14:46:35Z","FO",230,"stress",1,1,"C33",321,860,"0","0.627","0.0","AMV","B3","background","fish","increased"
"134",269148940,"2022-03-23T23:00:00Z","1899-12-31T14:46:48Z","FO",232,"stress",1,1,"C34",409,1106,"0","0.630","0.0","AMV","B3","salt","fish","increased"
"135",269158120,"2022-03-23T23:00:00Z","1899-12-31T14:46:58Z","FO",233,"stress",1,1,"C34",168,464,"0","0.638","0.0","AMV","B3","salt","fish","increased"
"136",269165220,"2022-03-23T23:00:00Z","1899-12-31T14:47:05Z","FO",234,"stress",1,1,"C34",156,494,"0","0.684","0.0","AMV","B3","salt","fish","increased"
"137",269172440,"2022-03-23T23:00:00Z","1899-12-31T14:47:12Z","FO",235,"stress",1,1,"C34",367,694,"0","0.471","0.0","AMV","B3","salt","fish","increased"
"138",269187880,"2022-03-23T23:00:00Z","1899-12-31T14:47:27Z","FO",237,"stress",1,1,"C35",355,732,"0","0.515","0.0","AMV","B3","background","no fish","increased"
"139",269197820,"2022-03-23T23:00:00Z","1899-12-31T14:47:37Z","FO",238,"stress",1,1,"C35",338,704,"0","0.520","0.0","AMV","B3","background","no fish","increased"
"140",269205400,"2022-03-23T23:00:00Z","1899-12-31T14:47:45Z","FO",239,"stress",1,1,"C35",451,1076,"0","0.581","0.0","AMV","B3","background","no fish","increased"
"141",269213220,"2022-03-23T23:00:00Z","1899-12-31T14:47:53Z","FO",240,"stress",1,1,"C35",251,549,"0","0.543","0.0","AMV","B3","background","no fish","increased"
"142",269227800,"2022-03-23T23:00:00Z","1899-12-31T14:48:07Z","FO",242,"stress",1,1,"C36",371,759,"0","0.511","0.0","AMV","B3","salt","fish","increased"
"143",269235240,"2022-03-23T23:00:00Z","1899-12-31T14:48:15Z","FO",243,"stress",1,1,"C36",437,919,"0","0.524","0.0","AMV","B3","salt","fish","increased"
"144",269246920,"2022-03-23T23:00:00Z","1899-12-31T14:48:26Z","FO",244,"stress",1,1,"C36",53,183,"0","0.710","0.0","AMV","B3","salt","fish","increased"
"145",269254280,"2022-03-23T23:00:00Z","1899-12-31T14:48:34Z","FO",245,"stress",1,1,"C36",373,660,"0","0.435","0.0","AMV","B3","salt","fish","increased"
"146",269273220,"2022-03-23T23:00:00Z","1899-12-31T14:48:53Z","FO",246,"stress",1,1,"C37",385,945,"0","0.593","0.0","AMV","B3","background","no fish","increased"
"147",269279280,"2022-03-23T23:00:00Z","1899-12-31T14:48:59Z","FO",247,"stress",1,1,"C37",389,908,"0","0.572","0.0","AMV","B3","background","no fish","increased"
"148",269285980,"2022-03-23T23:00:00Z","1899-12-31T14:49:05Z","FO",248,"stress",1,1,"C37",140,356,"0","0.607","0.0","AMV","B3","background","no fish","increased"
"149",269293800,"2022-03-23T23:00:00Z","1899-12-31T14:49:13Z","FO",249,"stress",1,1,"C37",500,1056,"0","0.527","0.0","AMV","B3","background","no fish","increased"
"150",269309380,"2022-03-23T23:00:00Z","1899-12-31T14:49:29Z","FO",251,"stress",1,1,"C38",373,869,"0","0.571","0.0","AMV","B3","background","fish","increased"
"151",269316340,"2022-03-23T23:00:00Z","1899-12-31T14:49:36Z","FO",252,"stress",1,1,"C38",424,1120,"0","0.621","0.0","AMV","B3","background","fish","increased"
"152",269323060,"2022-03-23T23:00:00Z","1899-12-31T14:49:43Z","FO",253,"stress",1,1,"C38",443,940,"0","0.529","0.0","AMV","B3","background","fish","increased"
"153",269332220,"2022-03-23T23:00:00Z","1899-12-31T14:49:52Z","FO",254,"stress",1,1,"C38",548,1030,"0","0.468","0.0","AMV","B3","background","fish","increased"
"154",269349340,"2022-03-23T23:00:00Z","1899-12-31T14:50:09Z","FO",256,"stress",1,1,"C39",565,1255,"0","0.550","0.0","AMV","B3","background","no fish","increased"
"155",269356260,"2022-03-23T23:00:00Z","1899-12-31T14:50:16Z","FO",257,"stress",1,1,"C39",453,959,"0","0.528","0.0","AMV","B3","background","no fish","increased"
"156",269364240,"2022-03-23T23:00:00Z","1899-12-31T14:50:24Z","FO",258,"stress",1,1,"C39",91,226,"0","0.597","0.0","AMV","B3","background","no fish","increased"
"157",269371960,"2022-03-23T23:00:00Z","1899-12-31T14:50:31Z","FO",259,"stress",1,1,"C39",281,720,"0","0.610","0.0","AMV","B3","background","no fish","increased"
"158",269386700,"2022-03-23T23:00:00Z","1899-12-31T14:50:46Z","FO",261,"stress",1,1,"C40",351,861,"0","0.592","0.0","AMV","B3","background","no fish","increased"
"159",269394200,"2022-03-23T23:00:00Z","1899-12-31T14:50:54Z","FO",262,"stress",1,1,"C40",375,823,"0","0.544","0.0","AMV","B3","background","no fish","increased"
