"","Time..rel.ms.","Date","Time","Type","No.","Phase","Day","duration","System","Channel","F","Fm","PAR","Y.II.","ETR"
"844",121241460,"2022-04-05T22:00:00Z","1899-12-31T22:23:25Z","FO",2549,"stress",13,13,"IMP","C15",18,50,"-","0.640","-"
"845",121258080,"2022-04-05T22:00:00Z","1899-12-31T22:23:42Z","FO",2552,"stress",13,13,"IMP","C16",63,314,"-","0.799","-"
"846",121262700,"2022-04-05T22:00:00Z","1899-12-31T22:23:46Z","FO",2553,"stress",13,13,"IMP","C16",55,194,"-","0.716","-"
"847",121266060,"2022-04-05T22:00:00Z","1899-12-31T22:23:50Z","FO",2554,"stress",13,13,"IMP","C16",86,241,"-","0.643","-"
"848",121283300,"2022-04-05T22:00:00Z","1899-12-31T22:24:07Z","FO",2557,"stress",13,13,"IMP","C16",64,145,"-","0.559","-"
"849",121288220,"2022-04-05T22:00:00Z","1899-12-31T22:24:12Z","FO",2558,"stress",13,13,"IMP","C16",89,139,"-","0.360","-"
"850",121312940,"2022-04-05T22:00:00Z","1899-12-31T22:24:36Z","FO",2561,"stress",13,13,"IMP","C17",13,60,"-","0.783","-"
"851",121326320,"2022-04-05T22:00:00Z","1899-12-31T22:24:50Z","FO",2563,"stress",13,13,"IMP","C17",76,384,"-","0.802","-"
"852",121337440,"2022-04-05T22:00:00Z","1899-12-31T22:25:01Z","FO",2564,"stress",13,13,"IMP","C17",83,259,"-","0.680","-"
"853",121341740,"2022-04-05T22:00:00Z","1899-12-31T22:25:05Z","FO",2565,"stress",13,13,"IMP","C17",205,314,"-","0.347","-"
"854",121355260,"2022-04-05T22:00:00Z","1899-12-31T22:25:19Z","FO",2568,"stress",13,13,"IMP","C18",81,417,"-","0.806","-"
"855",121360200,"2022-04-05T22:00:00Z","1899-12-31T22:25:24Z","FO",2569,"stress",13,13,"IMP","C18",246,859,"-","0.714","-"
"856",121365550,"2022-04-05T22:00:00Z","1899-12-31T22:25:29Z","FO",2570,"stress",13,13,"IMP","C18",139,814,"-","0.829","-"
"857",121369760,"2022-04-05T22:00:00Z","1899-12-31T22:25:33Z","FO",2571,"stress",13,13,"IMP","C18",115,230,"-","0.500","-"
"858",121385920,"2022-04-05T22:00:00Z","1899-12-31T22:25:49Z","FO",2573,"stress",13,13,"IMP","C19",80,120,"-","0.333","-"
"859",121391550,"2022-04-05T22:00:00Z","1899-12-31T22:25:55Z","FO",2574,"stress",13,13,"IMP","C19",124,374,"-","0.668","-"
"860",121396300,"2022-04-05T22:00:00Z","1899-12-31T22:26:00Z","FO",2575,"stress",13,13,"IMP","C19",69,226,"-","0.695","-"
"861",121399240,"2022-04-05T22:00:00Z","1899-12-31T22:26:03Z","FO",2576,"stress",13,13,"IMP","C19",248,655,"-","0.621","-"
"862",121420080,"2022-04-05T22:00:00Z","1899-12-31T22:26:24Z","FO",2579,"stress",13,13,"IMP","C20",91,372,"-","0.755","-"
"863",121450440,"2022-04-05T22:00:00Z","1899-12-31T22:26:54Z","FO",2582,"stress",13,13,"IMP","C20",88,356,"-","0.753","-"
"864",121464880,"2022-04-05T22:00:00Z","1899-12-31T22:27:08Z","FO",2583,"stress",13,13,"IMP","C20",72,437,"-","0.835","-"
"865",121472640,"2022-04-05T22:00:00Z","1899-12-31T22:27:16Z","FO",2584,"stress",13,13,"IMP","C20",215,564,"-","0.619","-"
"866",121489660,"2022-04-05T22:00:00Z","1899-12-31T22:27:33Z","FO",2587,"stress",13,13,"IMP","C21",52,170,"-","0.694","-"
"867",121495400,"2022-04-05T22:00:00Z","1899-12-31T22:27:39Z","FO",2588,"stress",13,13,"IMP","C21",188,497,"-","0.622","-"
"868",121500400,"2022-04-05T22:00:00Z","1899-12-31T22:27:44Z","FO",2589,"stress",13,13,"IMP","C21",265,937,"-","0.717","-"
"869",121510500,"2022-04-05T22:00:00Z","1899-12-31T22:27:54Z","FO",2591,"stress",13,13,"IMP","C21",163,234,"-","0.303","-"
"870",121515700,"2022-04-05T22:00:00Z","1899-12-31T22:27:59Z","FO",2592,"stress",13,13,"IMP","C21",88,126,"-","0.302","-"
"871",121532260,"2022-04-05T22:00:00Z","1899-12-31T22:28:16Z","FO",2595,"stress",13,13,"IMP","C22",32,111,"-","0.712","-"
"872",121546720,"2022-04-05T22:00:00Z","1899-12-31T22:28:30Z","FO",2596,"stress",13,13,"IMP","C22",90,163,"-","0.448","-"
"873",121554400,"2022-04-05T22:00:00Z","1899-12-31T22:28:38Z","FO",2597,"stress",13,13,"IMP","C22",174,639,"-","0.728","-"
"874",121557180,"2022-04-05T22:00:00Z","1899-12-31T22:28:41Z","FO",2598,"stress",13,13,"IMP","C22",273,442,"-","0.382","-"
"875",121568120,"2022-04-05T22:00:00Z","1899-12-31T22:28:52Z","FO",2600,"stress",13,13,"IMP","C23",60,158,"-","0.620","-"
"876",121577600,"2022-04-05T22:00:00Z","1899-12-31T22:29:01Z","FO",2601,"stress",13,13,"IMP","C23",266,643,"-","0.586","-"
"877",121587700,"2022-04-05T22:00:00Z","1899-12-31T22:29:11Z","FO",2602,"stress",13,13,"IMP","C23",96,282,"-","0.660","-"
"878",121592720,"2022-04-05T22:00:00Z","1899-12-31T22:29:16Z","FO",2603,"stress",13,13,"IMP","C23",196,224,"-","0.125","-"
"879",121599460,"2022-04-05T22:00:00Z","1899-12-31T22:29:23Z","FO",2604,"stress",13,13,"IMP","C23",290,440,"-","0.341","-"
"880",121623240,"2022-04-05T22:00:00Z","1899-12-31T22:29:47Z","FO",2608,"stress",13,13,"IMP","C24",126,243,"-","0.481","-"
"881",121627050,"2022-04-05T22:00:00Z","1899-12-31T22:29:51Z","FO",2609,"stress",13,13,"IMP","C24",87,171,"-","0.491","-"
"882",121632550,"2022-04-05T22:00:00Z","1899-12-31T22:29:56Z","FO",2610,"stress",13,13,"IMP","C24",183,273,"-","0.330","-"
"883",121637620,"2022-04-05T22:00:00Z","1899-12-31T22:30:01Z","FO",2611,"stress",13,13,"IMP","C24",240,386,"-","0.378","-"
"884",121654240,"2022-04-05T22:00:00Z","1899-12-31T22:30:18Z","FO",2613,"stress",13,13,"IMP","C25",42,192,"-","0.781","-"
"885",121659700,"2022-04-05T22:00:00Z","1899-12-31T22:30:23Z","FO",2614,"stress",13,13,"IMP","C25",61,383,"-","0.841","-"
"886",121663820,"2022-04-05T22:00:00Z","1899-12-31T22:30:27Z","FO",2615,"stress",13,13,"IMP","C25",330,1091,"-","0.698","-"
"887",121667720,"2022-04-05T22:00:00Z","1899-12-31T22:30:31Z","FO",2616,"stress",13,13,"IMP","C25",168,244,"-","0.311","-"
"888",121671700,"2022-04-05T22:00:00Z","1899-12-31T22:30:35Z","FO",2617,"stress",13,13,"IMP","C25",80,244,"-","0.672","-"
"889",121675880,"2022-04-05T22:00:00Z","1899-12-31T22:30:39Z","FO",2618,"stress",13,13,"IMP","C25",65,579,"-","0.888","-"
"890",121690080,"2022-04-05T22:00:00Z","1899-12-31T22:30:54Z","FO",2621,"stress",13,13,"IMP","C26",73,232,"-","0.685","-"
"891",121694980,"2022-04-05T22:00:00Z","1899-12-31T22:30:58Z","FO",2622,"stress",13,13,"IMP","C26",103,224,"-","0.540","-"
"892",121698720,"2022-04-05T22:00:00Z","1899-12-31T22:31:02Z","FO",2623,"stress",13,13,"IMP","C26",209,776,"-","0.731","-"
"893",121702580,"2022-04-05T22:00:00Z","1899-12-31T22:31:06Z","FO",2624,"stress",13,13,"IMP","C26",49,89,"-","0.449","-"
"894",121712640,"2022-04-05T22:00:00Z","1899-12-31T22:31:16Z","FO",2626,"stress",13,13,"IMP","C27",50,270,"-","0.815","-"
"895",121716500,"2022-04-05T22:00:00Z","1899-12-31T22:31:20Z","FO",2627,"stress",13,13,"IMP","C27",59,214,"-","0.724","-"
"896",121721050,"2022-04-05T22:00:00Z","1899-12-31T22:31:25Z","FO",2628,"stress",13,13,"IMP","C27",245,859,"-","0.715","-"
"897",121727660,"2022-04-05T22:00:00Z","1899-12-31T22:31:31Z","FO",2629,"stress",13,13,"IMP","C27",88,199,"-","0.558","-"
"898",121740920,"2022-04-05T22:00:00Z","1899-12-31T22:31:44Z","FO",2631,"stress",13,13,"IMP","C28",51,223,"-","0.771","-"
"899",121746280,"2022-04-05T22:00:00Z","1899-12-31T22:31:50Z","FO",2632,"stress",13,13,"IMP","C28",77,268,"-","0.713","-"
"900",121752620,"2022-04-05T22:00:00Z","1899-12-31T22:31:56Z","FO",2633,"stress",13,13,"IMP","C28",167,291,"-","0.426","-"
"901",121757680,"2022-04-05T22:00:00Z","1899-12-31T22:32:01Z","FO",2634,"stress",13,13,"IMP","C28",68,242,"-","0.719","-"
"902",121766100,"2022-04-05T22:00:00Z","1899-12-31T22:32:10Z","FO",2636,"stress",13,13,"IMP","C29",53,164,"-","0.677","-"
"903",121773080,"2022-04-05T22:00:00Z","1899-12-31T22:32:17Z","FO",2637,"stress",13,13,"IMP","C29",130,206,"-","0.369","-"
"904",121779940,"2022-04-05T22:00:00Z","1899-12-31T22:32:23Z","FO",2638,"stress",13,13,"IMP","C29",107,318,"-","0.664","-"
"905",121784380,"2022-04-05T22:00:00Z","1899-12-31T22:32:28Z","FO",2639,"stress",13,13,"IMP","C29",154,202,"-","0.238","-"
"906",121793620,"2022-04-05T22:00:00Z","1899-12-31T22:32:37Z","FO",2641,"stress",13,13,"IMP","C30",86,335,"-","0.743","-"
"907",121797050,"2022-04-05T22:00:00Z","1899-12-31T22:32:41Z","FO",2642,"stress",13,13,"IMP","C30",135,507,"-","0.734","-"
"908",121801060,"2022-04-05T22:00:00Z","1899-12-31T22:32:45Z","FO",2643,"stress",13,13,"IMP","C30",146,429,"-","0.660","-"
"909",121805900,"2022-04-05T22:00:00Z","1899-12-31T22:32:49Z","FO",2644,"stress",13,13,"IMP","C30",103,106,"-","0.028","-"
"910",121817920,"2022-04-05T22:00:00Z","1899-12-31T22:33:01Z","FO",2646,"stress",13,13,"IMP","C31",121,476,"-","0.746","-"
"911",121821050,"2022-04-05T22:00:00Z","1899-12-31T22:33:05Z","FO",2647,"stress",13,13,"IMP","C31",266,625,"-","0.574","-"
"912",121825820,"2022-04-05T22:00:00Z","1899-12-31T22:33:09Z","FO",2648,"stress",13,13,"IMP","C31",119,774,"-","0.846","-"
"913",121829620,"2022-04-05T22:00:00Z","1899-12-31T22:33:13Z","FO",2649,"stress",13,13,"IMP","C31",98,280,"-","0.650","-"
"914",121837000,"2022-04-05T22:00:00Z","1899-12-31T22:33:21Z","FO",2651,"stress",13,13,"IMP","C32",70,163,"-","0.571","-"
"915",121843050,"2022-04-05T22:00:00Z","1899-12-31T22:33:27Z","FO",2652,"stress",13,13,"IMP","C32",75,154,"-","0.513","-"
"916",121847860,"2022-04-05T22:00:00Z","1899-12-31T22:33:31Z","FO",2653,"stress",13,13,"IMP","C32",89,220,"-","0.595","-"
"917",121854500,"2022-04-05T22:00:00Z","1899-12-31T22:33:38Z","FO",2654,"stress",13,13,"IMP","C32",75,196,"-","0.617","-"
"918",121913180,"2022-04-05T22:00:00Z","1899-12-31T22:34:37Z","FO",2663,"stress",13,13,"IMP","C33",108,287,"-","0.624","-"
"919",121918480,"2022-04-05T22:00:00Z","1899-12-31T22:34:42Z","FO",2664,"stress",13,13,"IMP","C33",162,470,"-","0.655","-"
"920",121921160,"2022-04-05T22:00:00Z","1899-12-31T22:34:45Z","FO",2665,"stress",13,13,"IMP","C33",187,296,"-","0.368","-"
"921",121925580,"2022-04-05T22:00:00Z","1899-12-31T22:34:49Z","FO",2666,"stress",13,13,"IMP","C33",94,187,"-","0.497","-"
"922",121963900,"2022-04-05T22:00:00Z","1899-12-31T22:35:27Z","FO",2670,"stress",13,13,"IMP","C34",32,121,"-","0.736","-"
"923",121967660,"2022-04-05T22:00:00Z","1899-12-31T22:35:31Z","FO",2671,"stress",13,13,"IMP","C34",73,269,"-","0.729","-"
"924",121973400,"2022-04-05T22:00:00Z","1899-12-31T22:35:37Z","FO",2672,"stress",13,13,"IMP","C34",176,530,"-","0.668","-"
"925",121976100,"2022-04-05T22:00:00Z","1899-12-31T22:35:40Z","FO",2673,"stress",13,13,"IMP","C34",149,341,"-","0.563","-"
"926",121993100,"2022-04-05T22:00:00Z","1899-12-31T22:35:57Z","FO",2676,"stress",13,13,"IMP","C35",115,531,"-","0.783","-"
"927",121998860,"2022-04-05T22:00:00Z","1899-12-31T22:36:02Z","FO",2677,"stress",13,13,"IMP","C35",151,564,"-","0.732","-"
"928",122002760,"2022-04-05T22:00:00Z","1899-12-31T22:36:06Z","FO",2678,"stress",13,13,"IMP","C35",335,1138,"-","0.706","-"
"929",122005240,"2022-04-05T22:00:00Z","1899-12-31T22:36:09Z","FO",2679,"stress",13,13,"IMP","C35",96,363,"-","0.736","-"
"930",122020360,"2022-04-05T22:00:00Z","1899-12-31T22:36:24Z","FO",2681,"stress",13,13,"IMP","C36",43,172,"-","0.750","-"
"931",122026460,"2022-04-05T22:00:00Z","1899-12-31T22:36:30Z","FO",2682,"stress",13,13,"IMP","C36",90,362,"-","0.751","-"
"932",122032960,"2022-04-05T22:00:00Z","1899-12-31T22:36:36Z","FO",2683,"stress",13,13,"IMP","C36",116,397,"-","0.708","-"
"933",122036720,"2022-04-05T22:00:00Z","1899-12-31T22:36:40Z","FO",2684,"stress",13,13,"IMP","C36",237,972,"-","0.756","-"
"934",122040680,"2022-04-05T22:00:00Z","1899-12-31T22:36:44Z","FO",2685,"stress",13,13,"IMP","C36",204,455,"-","0.552","-"
"935",122044440,"2022-04-05T22:00:00Z","1899-12-31T22:36:48Z","FO",2686,"stress",13,13,"IMP","C36",77,204,"-","0.623","-"
"936",122059880,"2022-04-05T22:00:00Z","1899-12-31T22:37:03Z","FO",2688,"stress",13,13,"IMP","C37",49,181,"-","0.729","-"
"937",122065900,"2022-04-05T22:00:00Z","1899-12-31T22:37:09Z","FO",2689,"stress",13,13,"IMP","C37",117,589,"-","0.801","-"
"938",122069700,"2022-04-05T22:00:00Z","1899-12-31T22:37:13Z","FO",2690,"stress",13,13,"IMP","C37",35,138,"-","0.746","-"
"939",122073380,"2022-04-05T22:00:00Z","1899-12-31T22:37:17Z","FO",2691,"stress",13,13,"IMP","C37",92,191,"-","0.518","-"
"940",122093220,"2022-04-05T22:00:00Z","1899-12-31T22:37:37Z","FO",2695,"stress",13,13,"IMP","C38",41,277,"-","0.852","-"
"941",122098940,"2022-04-05T22:00:00Z","1899-12-31T22:37:42Z","FO",2696,"stress",13,13,"IMP","C38",225,713,"-","0.684","-"
"942",122102920,"2022-04-05T22:00:00Z","1899-12-31T22:37:46Z","FO",2697,"stress",13,13,"IMP","C38",258,1417,"-","0.818","-"
"943",122106120,"2022-04-05T22:00:00Z","1899-12-31T22:37:50Z","FO",2698,"stress",13,13,"IMP","C38",330,473,"-","0.302","-"
"944",122117620,"2022-04-05T22:00:00Z","1899-12-31T22:38:01Z","FO",2700,"stress",13,13,"IMP","C39",72,113,"-","0.363","-"
"945",122121440,"2022-04-05T22:00:00Z","1899-12-31T22:38:05Z","FO",2701,"stress",13,13,"IMP","C39",211,452,"-","0.533","-"
"946",122124900,"2022-04-05T22:00:00Z","1899-12-31T22:38:08Z","FO",2702,"stress",13,13,"IMP","C39",159,576,"-","0.724","-"
"947",122128640,"2022-04-05T22:00:00Z","1899-12-31T22:38:12Z","FO",2703,"stress",13,13,"IMP","C39",172,602,"-","0.714","-"
"948",122143180,"2022-04-05T22:00:00Z","1899-12-31T22:38:27Z","FO",2706,"stress",13,13,"IMP","C40",70,294,"-","0.762","-"
"949",122147940,"2022-04-05T22:00:00Z","1899-12-31T22:38:31Z","FO",2707,"stress",13,13,"IMP","C40",87,120,"-","0.275","-"
"950",122151000,"2022-04-05T22:00:00Z","1899-12-31T22:38:35Z","FO",2708,"stress",13,13,"IMP","C40",133,454,"-","0.707","-"
"951",122156660,"2022-04-05T22:00:00Z","1899-12-31T22:38:40Z","FO",2709,"stress",13,13,"IMP","C40",419,419,"-","0.000","-"
"952",122164900,"2022-04-05T22:00:00Z","1899-12-31T22:38:48Z","FO",2710,"stress",13,13,"IMP","C40",84,387,"-","0.783","-"
"953",122203460,"2022-04-05T22:00:00Z","1899-12-31T22:39:27Z","FO",2715,"stress",13,13,"IMP","C41",78,251,"-","0.689","-"
"954",122208460,"2022-04-05T22:00:00Z","1899-12-31T22:39:32Z","FO",2716,"stress",13,13,"IMP","C41",137,371,"-","0.631","-"
"955",122211820,"2022-04-05T22:00:00Z","1899-12-31T22:39:35Z","FO",2717,"stress",13,13,"IMP","C41",146,532,"-","0.726","-"
"956",122215500,"2022-04-05T22:00:00Z","1899-12-31T22:39:39Z","FO",2718,"stress",13,13,"IMP","C41",98,231,"-","0.576","-"
"957",122223660,"2022-04-05T22:00:00Z","1899-12-31T22:39:47Z","FO",2720,"stress",13,13,"IMP","C42",125,413,"-","0.697","-"
"958",122227200,"2022-04-05T22:00:00Z","1899-12-31T22:39:51Z","FO",2721,"stress",13,13,"IMP","C42",70,262,"-","0.733","-"
"959",122232860,"2022-04-05T22:00:00Z","1899-12-31T22:39:56Z","FO",2722,"stress",13,13,"IMP","C42",172,810,"-","0.788","-"
"960",122236830,"2022-04-05T22:00:00Z","1899-12-31T22:40:00Z","F",2723,"stress",13,13,"IMP","C42",135,438,"-","0.692","-"
"961",122262660,"2022-04-05T22:00:00Z","1899-12-31T22:40:26Z","FO",2727,"stress",13,13,"IMP","C43",43,182,"-","0.764","-"
"962",122267740,"2022-04-05T22:00:00Z","1899-12-31T22:40:31Z","FO",2728,"stress",13,13,"IMP","C43",68,307,"-","0.779","-"
"963",122272050,"2022-04-05T22:00:00Z","1899-12-31T22:40:36Z","FO",2729,"stress",13,13,"IMP","C43",208,760,"-","0.726","-"
"964",122276920,"2022-04-05T22:00:00Z","1899-12-31T22:40:40Z","FO",2730,"stress",13,13,"IMP","C43",108,323,"-","0.666","-"
"965",122297360,"2022-04-05T22:00:00Z","1899-12-31T22:41:01Z","FO",2733,"stress",13,13,"IMP","C44",130,210,"-","0.381","-"
"966",122300920,"2022-04-05T22:00:00Z","1899-12-31T22:41:04Z","FO",2734,"stress",13,13,"IMP","C44",98,319,"-","0.693","-"
"967",122304440,"2022-04-05T22:00:00Z","1899-12-31T22:41:08Z","FO",2735,"stress",13,13,"IMP","C44",362,1301,"-","0.722","-"
"968",122307100,"2022-04-05T22:00:00Z","1899-12-31T22:41:11Z","FO",2736,"stress",13,13,"IMP","C44",155,528,"-","0.706","-"
"969",122322840,"2022-04-05T22:00:00Z","1899-12-31T22:41:26Z","FO",2739,"stress",13,13,"IMP","C45",53,277,"-","0.809","-"
"970",122326740,"2022-04-05T22:00:00Z","1899-12-31T22:41:30Z","FO",2740,"stress",13,13,"IMP","C45",70,234,"-","0.701","-"
"971",122329140,"2022-04-05T22:00:00Z","1899-12-31T22:41:33Z","FO",2741,"stress",13,13,"IMP","C45",259,912,"-","0.716","-"
"972",122333120,"2022-04-05T22:00:00Z","1899-12-31T22:41:37Z","FO",2742,"stress",13,13,"IMP","C45",263,833,"-","0.684","-"
"973",122355540,"2022-04-05T22:00:00Z","1899-12-31T22:41:59Z","FO",2745,"stress",13,13,"IMP","C46",39,140,"-","0.721","-"
"974",122361300,"2022-04-05T22:00:00Z","1899-12-31T22:42:05Z","FO",2746,"stress",13,13,"IMP","C46",77,158,"-","0.513","-"
"975",122365050,"2022-04-05T22:00:00Z","1899-12-31T22:42:09Z","FO",2747,"stress",13,13,"IMP","C46",101,487,"-","0.793","-"
"976",122374820,"2022-04-05T22:00:00Z","1899-12-31T22:42:18Z","FO",2749,"stress",13,13,"IMP","C46",182,245,"-","0.257","-"
"977",122394160,"2022-04-05T22:00:00Z","1899-12-31T22:42:38Z","FO",2752,"stress",13,13,"IMP","C47",44,148,"-","0.703","-"
"978",122399640,"2022-04-05T22:00:00Z","1899-12-31T22:42:43Z","FO",2753,"stress",13,13,"IMP","C47",90,271,"-","0.668","-"
"979",122403840,"2022-04-05T22:00:00Z","1899-12-31T22:42:47Z","FO",2754,"stress",13,13,"IMP","C47",221,838,"-","0.736","-"
"980",122407480,"2022-04-05T22:00:00Z","1899-12-31T22:42:51Z","FO",2755,"stress",13,13,"IMP","C47",81,239,"-","0.661","-"
"981",122431940,"2022-04-05T22:00:00Z","1899-12-31T22:43:15Z","FO",2758,"stress",13,13,"IMP","C48",61,228,"-","0.732","-"
"982",122461360,"2022-04-05T22:00:00Z","1899-12-31T22:43:45Z","FO",2759,"stress",13,13,"IMP","C48",135,373,"-","0.638","-"
"983",122466940,"2022-04-05T22:00:00Z","1899-12-31T22:43:50Z","FO",2760,"stress",13,13,"IMP","C48",180,629,"-","0.714","-"
"984",122480320,"2022-04-05T22:00:00Z","1899-12-31T22:44:04Z","FO",2761,"stress",13,13,"IMP","C48",152,513,"-","0.704","-"
"985",122484820,"2022-04-05T22:00:00Z","1899-12-31T22:44:08Z","FO",2762,"stress",13,13,"IMP","C48",105,338,"-","0.689","-"
"986",122510040,"2022-04-05T22:00:00Z","1899-12-31T22:44:34Z","FO",2766,"stress",13,13,"IMP","C49",41,106,"-","0.613","-"
"987",122514780,"2022-04-05T22:00:00Z","1899-12-31T22:44:38Z","FO",2767,"stress",13,13,"IMP","C49",41,164,"-","0.750","-"
"988",122518660,"2022-04-05T22:00:00Z","1899-12-31T22:44:42Z","FO",2768,"stress",13,13,"IMP","C49",95,368,"-","0.742","-"
"989",122522960,"2022-04-05T22:00:00Z","1899-12-31T22:44:46Z","FO",2769,"stress",13,13,"IMP","C49",194,711,"-","0.727","-"
"990",122532760,"2022-04-05T22:00:00Z","1899-12-31T22:44:56Z","FO",2771,"stress",13,13,"IMP","C50",49,242,"-","0.798","-"
"991",122535060,"2022-04-05T22:00:00Z","1899-12-31T22:44:59Z","FO",2772,"stress",13,13,"IMP","C50",127,424,"-","0.700","-"
"992",122541840,"2022-04-05T22:00:00Z","1899-12-31T22:45:05Z","FO",2773,"stress",13,13,"IMP","C50",63,405,"-","0.844","-"
"993",122547060,"2022-04-05T22:00:00Z","1899-12-31T22:45:11Z","FO",2774,"stress",13,13,"IMP","C50",68,232,"-","0.707","-"
"994",122555120,"2022-04-05T22:00:00Z","1899-12-31T22:45:19Z","FO",2776,"stress",13,13,"IMP","C51",140,179,"-","0.218","-"
"995",122560420,"2022-04-05T22:00:00Z","1899-12-31T22:45:24Z","FO",2777,"stress",13,13,"IMP","C51",267,926,"-","0.712","-"
"996",122563860,"2022-04-05T22:00:00Z","1899-12-31T22:45:27Z","FO",2778,"stress",13,13,"IMP","C51",272,695,"-","0.609","-"
"997",122575560,"2022-04-05T22:00:00Z","1899-12-31T22:45:39Z","FO",2780,"stress",13,13,"IMP","C51",431,927,"-","0.535","-"
"998",122581380,"2022-04-05T22:00:00Z","1899-12-31T22:45:45Z","FO",2781,"stress",13,13,"IMP","C51",57,169,"-","0.663","-"
"999",122595240,"2022-04-05T22:00:00Z","1899-12-31T22:45:59Z","FO",2783,"stress",13,13,"IMP","C52",31,129,"-","0.760","-"
"1000",122599420,"2022-04-05T22:00:00Z","1899-12-31T22:46:03Z","FO",2784,"stress",13,13,"IMP","C52",47,165,"-","0.715","-"
"1001",122602260,"2022-04-05T22:00:00Z","1899-12-31T22:46:06Z","FO",2785,"stress",13,13,"IMP","C52",272,822,"-","0.669","-"
"1002",122606160,"2022-04-05T22:00:00Z","1899-12-31T22:46:10Z","FO",2786,"stress",13,13,"IMP","C52",268,436,"-","0.385","-"
"1003",122618040,"2022-04-05T22:00:00Z","1899-12-31T22:46:22Z","FO",2788,"stress",13,13,"IMP","C53",66,232,"-","0.716","-"
"1004",122622160,"2022-04-05T22:00:00Z","1899-12-31T22:46:26Z","FO",2789,"stress",13,13,"IMP","C53",111,275,"-","0.596","-"
"1005",122626500,"2022-04-05T22:00:00Z","1899-12-31T22:46:30Z","FO",2790,"stress",13,13,"IMP","C53",182,658,"-","0.723","-"
"1006",122642100,"2022-04-05T22:00:00Z","1899-12-31T22:46:46Z","FO",2793,"stress",13,13,"IMP","C54",27,200,"-","0.865","-"
"1007",122647220,"2022-04-05T22:00:00Z","1899-12-31T22:46:51Z","FO",2794,"stress",13,13,"IMP","C54",121,348,"-","0.652","-"
"1008",122652360,"2022-04-05T22:00:00Z","1899-12-31T22:46:56Z","FO",2795,"stress",13,13,"IMP","C54",326,1115,"-","0.708","-"
"1009",122667620,"2022-04-05T22:00:00Z","1899-12-31T22:47:11Z","FO",2798,"stress",13,13,"IMP","C54",204,616,"-","0.669","-"
"1010",122672260,"2022-04-05T22:00:00Z","1899-12-31T22:47:16Z","FO",2799,"stress",13,13,"IMP","C54",52,150,"-","0.653","-"
"1011",122682720,"2022-04-05T22:00:00Z","1899-12-31T22:47:26Z","FO",2800,"stress",13,13,"IMP","C54",32,79,"-","0.595","-"
"1012",122695060,"2022-04-05T22:00:00Z","1899-12-31T22:47:39Z","FO",2802,"stress",13,13,"IMP","C55",68,108,"-","0.370","-"
"1013",122702640,"2022-04-05T22:00:00Z","1899-12-31T22:47:46Z","FO",2803,"stress",13,13,"IMP","C55",215,639,"-","0.664","-"
"1014",122705220,"2022-04-05T22:00:00Z","1899-12-31T22:47:49Z","FO",2804,"stress",13,13,"IMP","C55",139,480,"-","0.710","-"
"1015",122709260,"2022-04-05T22:00:00Z","1899-12-31T22:47:53Z","FO",2805,"stress",13,13,"IMP","C55",119,338,"-","0.648","-"
"1016",122720800,"2022-04-05T22:00:00Z","1899-12-31T22:48:04Z","FO",2807,"stress",13,13,"IMP","C56",73,265,"-","0.725","-"
"1017",122724440,"2022-04-05T22:00:00Z","1899-12-31T22:48:08Z","FO",2808,"stress",13,13,"IMP","C56",180,621,"-","0.710","-"
"1018",122727780,"2022-04-05T22:00:00Z","1899-12-31T22:48:11Z","FO",2809,"stress",13,13,"IMP","C56",227,805,"-","0.718","-"
"1019",122732550,"2022-04-05T22:00:00Z","1899-12-31T22:48:16Z","FO",2810,"stress",13,13,"IMP","C56",357,845,"-","0.578","-"
"1020",122736760,"2022-04-05T22:00:00Z","1899-12-31T22:48:20Z","FO",2811,"stress",13,13,"IMP","C56",28,81,"-","0.654","-"
"1021",122753540,"2022-04-05T22:00:00Z","1899-12-31T22:48:37Z","FO",2813,"stress",13,13,"IMP","C57",104,162,"-","0.358","-"
"1022",122756240,"2022-04-05T22:00:00Z","1899-12-31T22:48:40Z","FO",2814,"stress",13,13,"IMP","C57",68,245,"-","0.722","-"
"1023",122760720,"2022-04-05T22:00:00Z","1899-12-31T22:48:44Z","FO",2815,"stress",13,13,"IMP","C57",124,506,"-","0.755","-"
"1024",122764700,"2022-04-05T22:00:00Z","1899-12-31T22:48:48Z","FO",2816,"stress",13,13,"IMP","C57",85,399,"-","0.787","-"
"1025",122771760,"2022-04-05T22:00:00Z","1899-12-31T22:48:55Z","FO",2818,"stress",13,13,"IMP","C58",32,97,"-","0.670","-"
"1026",122775780,"2022-04-05T22:00:00Z","1899-12-31T22:48:59Z","FO",2819,"stress",13,13,"IMP","C58",96,107,"-","0.103","-"
"1027",122780860,"2022-04-05T22:00:00Z","1899-12-31T22:49:04Z","FO",2820,"stress",13,13,"IMP","C58",39,81,"-","0.519","-"
"1028",122787340,"2022-04-05T22:00:00Z","1899-12-31T22:49:11Z","FO",2821,"stress",13,13,"IMP","C58",48,105,"-","0.543","-"
"1029",122791360,"2022-04-05T22:00:00Z","1899-12-31T22:49:15Z","FO",2822,"stress",13,13,"IMP","C58",114,143,"-","0.203","-"
"1030",122795120,"2022-04-05T22:00:00Z","1899-12-31T22:49:19Z","FO",2823,"stress",13,13,"IMP","C58",19,52,"-","0.635","-"
